B,H,Q,bf16_status,bf16_tflops,bf16_latency_ms,q8kv8_status,q8kv8_skip_reason,q8kv8_tflops,q8kv8_latency_ms,q8kv8_vs_bf16_tflops
16,2048,2,ok,130.95163682662047,0.06969600170850754,ok,,147.24454167428493,0.061983998864889145,1.1244192531112551
16,4096,2,ok,126.59240185069623,0.07209599763154984,ok,,139.67320230335585,0.06534399837255478,1.1033300597936928
16,8192,2,ok,125.75514415530161,0.07257600128650665,ok,,134.72492425523066,0.06774400174617767,1.0713273413996631
16,16384,2,ok,124.05944611269803,0.07356800138950348,ok,,132.41070487417792,0.06892800331115723,1.067316589128517
16,32768,2,ok,123.30855262025833,0.07401599735021591,ok,,129.46557902219953,0.07049600034952164,1.0499318682370915
16,65536,2,ok,123.41526789224736,0.07395199686288834,ok,,130.41275101234223,0.06998399645090103,1.0566986827448634
16,131072,2,ok,108.81826751830997,0.0838719978928566,ok,,129.0555039418727,0.07072000205516815,1.1859727864180303
16,262144,2,ok,115.33064104451,0.07913599908351898,ok,,130.53210895799873,0.06992000341415405,1.1318077119472696
16,524288,2,ok,116.1289345765606,0.07859200239181519,ok,,129.81915180386258,0.07030399888753891,1.117888080840666
32,2048,2,ok,236.98602390151714,0.07702399790287018,ok,,254.08700183729297,0.07184000313282013,1.0721602804006805
32,4096,2,ok,227.08014965759898,0.08038400113582611,ok,,248.11889222539605,0.07356800138950348,1.0926489726183473
32,8192,2,ok,226.00054197603208,0.08076799660921097,ok,,246.8305357844947,0.07395199686288834,1.0921678931666974
32,16384,2,ok,217.55353038480368,0.08390399813652039,ok,,236.39674624620164,0.0772159993648529,1.0866141580330528
32,32768,2,ok,217.38771087984162,0.08396799862384796,ok,,236.98602390151714,0.07702399790287018,1.0901537301366049
32,65536,2,ok,216.97426590725706,0.0841279998421669,ok,,235.81039185902705,0.07740800082683563,1.086812718886309
32,131072,2,ok,215.9066327375692,0.08454400300979614,ok,,235.12997749043603,0.07763200253248215,1.089035452543195
32,262144,2,ok,215.9883852062138,0.08451200276613235,ok,,234.4535008370659,0.07785599678754807,1.0854912434908137
