case_id,kind,backend,cache_state,figure2_hardware_tflops,observed_utilization_vs_platform_max
prefillq512_b128_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,641.906,0.5575
prefillq512_b16_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,613.308,0.5326
prefillq512_b16_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,627.119,0.5446
prefillq512_b16_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,737.566,0.6406
prefillq512_b16_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,605.436,0.5258
prefillq512_b16_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.499,0.5502
prefillq512_b16_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,705.860,0.6130
prefillq512_b16_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,601.782,0.5226
prefillq512_b16_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,624.132,0.5420
prefillq512_b16_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,678.720,0.5894
prefillq512_b1_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,670.029,0.5819
prefillq512_b1_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,767.319,0.6664
prefillq512_b1_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,689.769,0.5990
prefillq512_b1_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,675.979,0.5871
prefillq512_b1_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,745.676,0.6476
prefillq512_b1_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,745.946,0.6478
prefillq512_b1_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,647.259,0.5621
prefillq512_b1_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,711.005,0.6175
prefillq512_b1_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,757.082,0.6575
prefillq512_b256_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,595.517,0.5172
prefillq512_b256_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,614.962,0.5341
prefillq512_b256_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,681.195,0.5916
prefillq512_b256_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,596.959,0.5184
prefillq512_b256_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,659.448,0.5727
prefillq512_b256_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,594.788,0.5166
prefillq512_b256_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,638.070,0.5541
prefillq512_b2_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,660.055,0.5732
prefillq512_b2_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,764.416,0.6639
prefillq512_b2_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,643.516,0.5589
prefillq512_b2_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,643.902,0.5592
prefillq512_b2_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,708.582,0.6154
prefillq512_b2_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,768.099,0.6671
prefillq512_b2_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,628.352,0.5457
prefillq512_b2_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,670.430,0.5822
prefillq512_b2_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,769.322,0.6681
prefillq512_b32_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,603.862,0.5244
prefillq512_b32_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,621.041,0.5394
prefillq512_b32_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,718.015,0.6236
prefillq512_b32_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,601.132,0.5221
prefillq512_b32_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,612.097,0.5316
prefillq512_b32_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,675.554,0.5867
prefillq512_b32_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,599.035,0.5202
prefillq512_b32_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,605.169,0.5256
prefillq512_b32_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,629.471,0.5467
prefillq512_b4_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,646.590,0.5615
prefillq512_b4_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,728.694,0.6328
prefillq512_b4_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,730.599,0.6345
prefillq512_b4_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,629.117,0.5464
prefillq512_b4_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,663.596,0.5763
prefillq512_b4_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,766.948,0.6661
prefillq512_b4_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,614.929,0.5340
prefillq512_b4_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,640.124,0.5559
prefillq512_b4_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,697.714,0.6059
prefillq512_b64_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,599.709,0.5208
prefillq512_b64_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,626.028,0.5437
prefillq512_b64_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,655.474,0.5693
prefillq512_b64_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,598.767,0.5200
prefillq512_b64_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,604.857,0.5253
prefillq512_b64_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,656.204,0.5699
prefillq512_b64_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,598.123,0.5195
prefillq512_b64_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,600.593,0.5216
prefillq512_b64_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,655.618,0.5694
prefillq512_b8_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,630.538,0.5476
prefillq512_b8_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,670.474,0.5823
prefillq512_b8_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,739.368,0.6421
prefillq512_b8_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,613.968,0.5332
prefillq512_b8_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,637.820,0.5539
prefillq512_b8_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,732.915,0.6365
prefillq512_b8_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,607.851,0.5279
prefillq512_b8_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,638.336,0.5544
prefillq512_b8_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,694.762,0.6034
prefillq64_b128_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,611.834,0.5314
prefillq64_b128_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,613.398,0.5327
prefillq64_b128_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,655.006,0.5689
prefillq64_b128_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,607.419,0.5275
prefillq64_b128_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.147,0.5499
prefillq64_b128_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,655.473,0.5693
prefillq64_b128_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,607.065,0.5272
prefillq64_b128_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,617.371,0.5362
prefillq64_b128_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,665.514,0.5780
prefillq64_b16_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,654.347,0.5683
prefillq64_b16_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,733.737,0.6372
prefillq64_b16_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,603.474,0.5241
prefillq64_b16_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,643.860,0.5592
prefillq64_b16_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,688.289,0.5978
prefillq64_b16_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,717.876,0.6235
prefillq64_b16_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,629.404,0.5466
prefillq64_b16_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,622.502,0.5406
prefillq64_b16_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,742.194,0.6446
prefillq64_b1_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,755.892,0.6565
prefillq64_b1_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,717.118,0.6228
prefillq64_b1_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,475.374,0.4128
prefillq64_b1_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,761.563,0.6614
prefillq64_b1_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,738.545,0.6414
prefillq64_b1_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,595.938,0.5176
prefillq64_b1_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,754.879,0.6556
prefillq64_b1_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,750.305,0.6516
prefillq64_b1_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,670.235,0.5821
prefillq64_b256_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,609.832,0.5296
prefillq64_b256_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,652.101,0.5663
prefillq64_b256_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.732,0.5504
prefillq64_b256_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.727,0.5287
prefillq64_b256_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,618.397,0.5371
prefillq64_b256_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,655.715,0.5695
prefillq64_b256_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,606.203,0.5265
prefillq64_b256_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,651.953,0.5662
prefillq64_b2_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,738.889,0.6417
prefillq64_b2_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,739.806,0.6425
prefillq64_b2_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.510,0.5285
prefillq64_b2_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,698.251,0.6064
prefillq64_b2_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,744.275,0.6464
prefillq64_b2_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,651.643,0.5659
prefillq64_b2_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,675.699,0.5868
prefillq64_b2_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,740.967,0.6435
prefillq64_b2_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,679.980,0.5905
prefillq64_b32_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,643.098,0.5585
prefillq64_b32_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,670.402,0.5822
prefillq64_b32_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,646.677,0.5616
prefillq64_b32_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,626.137,0.5438
prefillq64_b32_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,656.840,0.5704
prefillq64_b32_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,717.107,0.6228
prefillq64_b32_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.496,0.5345
prefillq64_b32_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,639.461,0.5554
prefillq64_b32_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,715.705,0.6216
prefillq64_b4_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,729.895,0.6339
prefillq64_b4_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,742.810,0.6451
prefillq64_b4_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,582.805,0.5061
prefillq64_b4_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,687.745,0.5973
prefillq64_b4_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,749.445,0.6509
prefillq64_b4_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,691.589,0.6006
prefillq64_b4_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,648.927,0.5636
prefillq64_b4_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,728.951,0.6331
prefillq64_b4_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,741.877,0.6443
prefillq64_b64_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,620.645,0.5390
prefillq64_b64_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,658.561,0.5719
prefillq64_b64_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,668.026,0.5802
prefillq64_b64_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,612.369,0.5318
prefillq64_b64_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,622.991,0.5410
prefillq64_b64_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,659.469,0.5727
prefillq64_b64_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,611.559,0.5311
prefillq64_b64_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.344,0.5500
prefillq64_b64_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,654.941,0.5688
prefillq64_b8_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,682.169,0.5924
prefillq64_b8_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,750.774,0.6520
prefillq64_b8_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,659.639,0.5729
prefillq64_b8_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,658.714,0.5721
prefillq64_b8_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,722.981,0.6279
prefillq64_b8_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,720.723,0.6259
prefillq64_b8_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,640.547,0.5563
prefillq64_b8_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,677.425,0.5883
prefillq64_b8_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,742.937,0.6452
prefillq8192_b16_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,617.511,0.5363
prefillq8192_b16_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,719.425,0.6248
prefillq8192_b16_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,992.491,0.8619
prefillq8192_b16_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,611.438,0.5310
prefillq8192_b16_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,659.918,0.5731
prefillq8192_b16_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,896.062,0.7782
prefillq8192_b16_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,604.459,0.5250
prefillq8192_b16_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,632.841,0.5496
prefillq8192_b16_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,808.977,0.7026
prefillq8192_b1_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,643.163,0.5586
prefillq8192_b1_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,779.987,0.6774
prefillq8192_b1_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,1071.672,0.9307
prefillq8192_b1_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,632.496,0.5493
prefillq8192_b1_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,708.533,0.6153
prefillq8192_b1_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,943.700,0.8196
prefillq8192_b1_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,622.506,0.5406
prefillq8192_b1_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,667.300,0.5795
prefillq8192_b1_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,885.689,0.7692
prefillq8192_b2_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,635.856,0.5522
prefillq8192_b2_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,754.081,0.6549
prefillq8192_b2_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,1055.623,0.9168
prefillq8192_b2_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,623.665,0.5416
prefillq8192_b2_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,684.822,0.5947
prefillq8192_b2_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,939.862,0.8162
prefillq8192_b2_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,620.010,0.5385
prefillq8192_b2_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,652.878,0.5670
prefillq8192_b2_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,843.559,0.7326
prefillq8192_b32_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.198,0.5343
prefillq8192_b32_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,717.202,0.6229
prefillq8192_b32_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,989.527,0.8594
prefillq8192_b32_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,606.852,0.5270
prefillq8192_b32_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,661.968,0.5749
prefillq8192_b32_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,896.414,0.7785
prefillq8192_b32_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,630.546,0.5476
prefillq8192_b32_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,806.012,0.7000
prefillq8192_b4_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,630.571,0.5476
prefillq8192_b4_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,739.276,0.6420
prefillq8192_b4_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,1040.687,0.9038
prefillq8192_b4_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,622.594,0.5407
prefillq8192_b4_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,683.155,0.5933
prefillq8192_b4_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,936.023,0.8129
prefillq8192_b4_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,621.252,0.5395
prefillq8192_b4_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,646.409,0.5614
prefillq8192_b4_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,778.669,0.6762
prefillq8192_b8_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,626.686,0.5443
prefillq8192_b8_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,739.074,0.6419
prefillq8192_b8_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,1007.207,0.8747
prefillq8192_b8_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.243,0.5343
prefillq8192_b8_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,673.457,0.5849
prefillq8192_b8_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,904.938,0.7859
prefillq8192_b8_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.871,0.5288
prefillq8192_b8_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,640.618,0.5564
prefillq8192_b8_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,828.115,0.7192
prefillq8_b128_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,651.947,0.5662
prefillq8_b128_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,724.978,0.6296
prefillq8_b128_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,616.478,0.5354
prefillq8_b128_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,639.838,0.5557
prefillq8_b128_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,666.596,0.5789
prefillq8_b128_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,676.625,0.5876
prefillq8_b128_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,617.854,0.5366
prefillq8_b128_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,635.749,0.5521
prefillq8_b128_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,720.912,0.6261
prefillq8_b16_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,741.531,0.6440
prefillq8_b16_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,711.991,0.6183
prefillq8_b16_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,490.971,0.4264
prefillq8_b16_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,696.178,0.6046
prefillq8_b16_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,733.815,0.6373
prefillq8_b16_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,649.197,0.5638
prefillq8_b16_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,661.171,0.5742
prefillq8_b16_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,740.378,0.6430
prefillq8_b16_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,689.376,0.5987
prefillq8_b1_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,709.600,0.6163
prefillq8_b1_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,497.998,0.4325
