case_id,kind,backend,cache_state,figure2_hardware_tflops,observed_utilization_vs_platform_max
prefillq16_b4_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,692.277,0.6012
prefillq16_b4_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,750.701,0.6520
prefillq16_b4_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.651,0.5651
prefillq16_b64_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,634.587,0.5511
prefillq16_b64_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,736.750,0.6398
prefillq16_b64_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,634.083,0.5507
prefillq16_b64_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,638.370,0.5544
prefillq16_b64_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,698.017,0.6062
prefillq16_b64_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,701.769,0.6095
prefillq16_b64_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,622.622,0.5407
prefillq16_b64_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,642.874,0.5583
prefillq16_b64_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,726.933,0.6313
prefillq16_b8_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,745.736,0.6476
prefillq16_b8_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,738.018,0.6409
prefillq16_b8_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,552.344,0.4797
prefillq16_b8_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,684.299,0.5943
prefillq16_b8_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,741.321,0.6438
prefillq16_b8_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,611.286,0.5309
prefillq16_b8_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,648.772,0.5634
prefillq16_b8_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,743.654,0.6458
prefillq16_b8_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,646.741,0.5617
prefillq2048_b128_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,642.268,0.5578
prefillq2048_b128_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,792.839,0.6886
prefillq2048_b128_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,617.227,0.5360
prefillq2048_b128_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,728.890,0.6330
prefillq2048_b128_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,607.757,0.5278
prefillq2048_b128_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,677.451,0.5883
prefillq2048_b16_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.983,0.5289
prefillq2048_b16_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,649.509,0.5641
prefillq2048_b16_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,816.970,0.7095
prefillq2048_b16_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.817,0.5287
prefillq2048_b16_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,625.862,0.5435
prefillq2048_b16_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,731.554,0.6353
prefillq2048_b16_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.643,0.5286
prefillq2048_b16_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.435,0.5345
prefillq2048_b16_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,682.795,0.5930
prefillq2048_b1_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,647.978,0.5627
prefillq2048_b1_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,733.919,0.6374
prefillq2048_b1_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,938.827,0.8153
prefillq2048_b1_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,646.799,0.5617
prefillq2048_b1_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,676.992,0.5879
prefillq2048_b1_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,863.466,0.7499
prefillq2048_b1_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,630.213,0.5473
prefillq2048_b1_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,676.547,0.5876
prefillq2048_b1_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,816.982,0.7095
prefillq2048_b2_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,643.503,0.5589
prefillq2048_b2_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,705.453,0.6127
prefillq2048_b2_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,890.126,0.7730
prefillq2048_b2_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,622.659,0.5408
prefillq2048_b2_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,682.096,0.5924
prefillq2048_b2_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,853.676,0.7414
prefillq2048_b2_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,619.443,0.5380
prefillq2048_b2_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.700,0.5651
prefillq2048_b2_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,803.281,0.6976
prefillq2048_b32_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,607.280,0.5274
prefillq2048_b32_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,644.497,0.5597
prefillq2048_b32_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,770.932,0.6695
prefillq2048_b32_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,605.917,0.5262
prefillq2048_b32_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,619.415,0.5379
prefillq2048_b32_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,727.023,0.6314
prefillq2048_b32_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,606.787,0.5270
prefillq2048_b32_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.483,0.5284
prefillq2048_b32_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,682.412,0.5927
prefillq2048_b4_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,623.822,0.5418
prefillq2048_b4_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,655.560,0.5693
prefillq2048_b4_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,869.954,0.7555
prefillq2048_b4_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,614.579,0.5337
prefillq2048_b4_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,654.569,0.5685
prefillq2048_b4_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,769.435,0.6682
prefillq2048_b4_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,610.406,0.5301
prefillq2048_b4_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,637.951,0.5540
prefillq2048_b4_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,721.346,0.6265
prefillq2048_b64_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,605.896,0.5262
prefillq2048_b64_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,644.315,0.5596
prefillq2048_b64_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,791.284,0.6872
prefillq2048_b64_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,605.661,0.5260
prefillq2048_b64_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.488,0.5345
prefillq2048_b64_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,730.881,0.6347
prefillq2048_b64_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,606.644,0.5269
prefillq2048_b64_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,609.858,0.5296
prefillq2048_b64_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,678.050,0.5889
prefillq2048_b8_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,613.805,0.5331
prefillq2048_b8_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,662.391,0.5753
prefillq2048_b8_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,813.799,0.7068
prefillq2048_b8_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,610.050,0.5298
prefillq2048_b8_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.737,0.5504
prefillq2048_b8_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,782.774,0.6798
prefillq2048_b8_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,612.250,0.5317
prefillq2048_b8_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,618.476,0.5371
prefillq2048_b8_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,669.446,0.5814
prefillq256_b128_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,601.259,0.5222
prefillq256_b128_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,610.344,0.5301
prefillq256_b128_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,647.599,0.5624
prefillq256_b128_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,599.594,0.5207
prefillq256_b128_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,606.316,0.5266
prefillq256_b128_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,604.720,0.5252
prefillq256_b128_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,602.261,0.5230
prefillq256_b128_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,629.995,0.5471
prefillq256_b16_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,629.013,0.5463
prefillq256_b16_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,669.098,0.5811
prefillq256_b16_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,710.051,0.6167
prefillq256_b16_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,617.519,0.5363
prefillq256_b16_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,638.414,0.5544
prefillq256_b16_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,715.702,0.6216
prefillq256_b16_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,608.405,0.5284
prefillq256_b16_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,642.786,0.5582
prefillq256_b16_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,698.781,0.6069
prefillq256_b1_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,703.180,0.6107
prefillq256_b1_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,749.246,0.6507
prefillq256_b1_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,680.257,0.5908
prefillq256_b1_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,680.599,0.5911
prefillq256_b1_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,753.732,0.6546
prefillq256_b1_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,723.959,0.6287
prefillq256_b1_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,681.751,0.5921
prefillq256_b1_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,747.039,0.6488
prefillq256_b1_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,746.783,0.6486
prefillq256_b256_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,598.479,0.5198
prefillq256_b256_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,612.832,0.5322
prefillq256_b256_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,662.422,0.5753
prefillq256_b256_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,599.315,0.5205
prefillq256_b256_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,654.502,0.5684
prefillq256_b256_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,598.189,0.5195
prefillq256_b256_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,645.032,0.5602
prefillq256_b2_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,697.612,0.6059
prefillq256_b2_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,763.839,0.6634
prefillq256_b2_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,659.610,0.5728
prefillq256_b2_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,647.683,0.5625
prefillq256_b2_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,754.684,0.6554
prefillq256_b2_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,697.113,0.6054
prefillq256_b2_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.245,0.5647
prefillq256_b2_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,681.044,0.5915
prefillq256_b2_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,757.499,0.6579
prefillq256_b32_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,613.716,0.5330
prefillq256_b32_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.930,0.5349
prefillq256_b32_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,699.839,0.6078
prefillq256_b32_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,607.857,0.5279
prefillq256_b32_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.000,0.5497
prefillq256_b32_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,676.902,0.5879
prefillq256_b32_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,603.373,0.5240
prefillq256_b32_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,624.188,0.5421
prefillq256_b32_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,667.579,0.5798
prefillq256_b4_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,659.014,0.5723
prefillq256_b4_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,755.665,0.6563
prefillq256_b4_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,664.205,0.5768
prefillq256_b4_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.817,0.5652
prefillq256_b4_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,661.782,0.5747
prefillq256_b4_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,742.450,0.6448
prefillq256_b4_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,631.792,0.5487
prefillq256_b4_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,667.268,0.5795
prefillq256_b4_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,757.461,0.6578
prefillq256_b64_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,605.124,0.5255
prefillq256_b64_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,628.570,0.5459
prefillq256_b64_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,662.521,0.5754
prefillq256_b64_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,603.413,0.5240
prefillq256_b64_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.648,0.5347
prefillq256_b64_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,677.909,0.5887
prefillq256_b64_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,602.391,0.5232
prefillq256_b64_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,606.762,0.5270
prefillq256_b64_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,634.464,0.5510
prefillq256_b8_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.116,0.5646
prefillq256_b8_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,708.497,0.6153
prefillq256_b8_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,676.187,0.5872
prefillq256_b8_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,626.570,0.5442
prefillq256_b8_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,675.125,0.5863
prefillq256_b8_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,736.165,0.6393
prefillq256_b8_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,621.237,0.5395
prefillq256_b8_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,642.214,0.5577
prefillq256_b8_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,735.159,0.6385
prefillq2_b128_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,610.542,0.5302
prefillq2_b128_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,619.055,0.5376
prefillq2_b128_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,483.921,0.4203
prefillq2_b128_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,609.072,0.5290
prefillq2_b128_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,636.895,0.5531
prefillq2_b128_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,525.055,0.4560
prefillq2_b128_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,616.074,0.5350
prefillq2_b128_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,638.644,0.5546
prefillq2_b128_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,539.073,0.4682
prefillq2_b16_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.382,0.5648
prefillq2_b16_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,581.601,0.5051
prefillq2_b16_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,299.103,0.2598
prefillq2_b16_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,657.370,0.5709
prefillq2_b16_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,615.863,0.5349
prefillq2_b16_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,441.509,0.3834
prefillq2_b16_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,656.086,0.5698
prefillq2_b16_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,638.839,0.5548
prefillq2_b16_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,533.395,0.4632
prefillq2_b1_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,542.750,0.4714
prefillq2_b1_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,250.788,0.2178
prefillq2_b1_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,54.399,0.0472
prefillq2_b1_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,597.370,0.5188
prefillq2_b1_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,354.543,0.3079
prefillq2_b1_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,95.372,0.0828
prefillq2_b1_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.456,0.5501
prefillq2_b1_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,463.434,0.4025
prefillq2_b1_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,155.585,0.1351
prefillq2_b256_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,603.495,0.5241
prefillq2_b256_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,626.861,0.5444
prefillq2_b256_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,479.464,0.4164
prefillq2_b256_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,614.335,0.5335
prefillq2_b256_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,633.391,0.5501
prefillq2_b256_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,519.100,0.4508
prefillq2_b256_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,610.975,0.5306
prefillq2_b256_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,548.049,0.4760
prefillq2_b2_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,598.675,0.5199
prefillq2_b2_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,352.640,0.3063
prefillq2_b2_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,96.111,0.0835
prefillq2_b2_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,629.954,0.5471
prefillq2_b2_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,468.463,0.4068
prefillq2_b2_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,157.725,0.1370
prefillq2_b2_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.422,0.5649
prefillq2_b2_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,547.837,0.4758
prefillq2_b2_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,237.503,0.2063
prefillq2_b32_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.758,0.5652
prefillq2_b32_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,595.296,0.5170
prefillq2_b32_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,338.959,0.2944
prefillq2_b32_h262144_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,650.050,0.5645
prefillq2_b32_h32768_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,625.576,0.5433
prefillq2_b32_h4096_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,514.122,0.4465
prefillq2_b32_h524288_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,623.551,0.5415
prefillq2_b32_h65536_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,640.366,0.5561
prefillq2_b32_h8192_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,577.242,0.5013
prefillq2_b4_h131072_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,625.534,0.5433
prefillq2_b4_h16384_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,464.126,0.4031
prefillq2_b4_h2048_dense_flashmla_multiquery_steady,prefill,flashmla_dense_bf16_multiquery,steady,154.552,0.1342
