B,Q,kind,H,role,backend,status,skip_reason,figure2_hardware_tflops,effective_e2e_tflops,figure2_latency_us,latency_ms_median
2,2,prefill,2048,sparse,flashmla_sparse_bf16,ok,,20.60989961069109,16.582131529881035,55.35450000000001,0.06880000233650208
2,2,prefill,4096,sparse,flashmla_sparse_bf16,ok,,20.600484075421,16.753564653789883,55.3798,0.06809599697589874
2,2,prefill,8192,sparse,flashmla_sparse_bf16,ok,,20.609192216256844,16.706459613657895,55.35639999999999,0.06828799843788147
2,2,prefill,16384,sparse,flashmla_sparse_bf16,ok,,20.60654922466969,16.706459613657895,55.36349999999999,0.06828799843788147
2,2,prefill,32768,sparse,flashmla_sparse_bf16,ok,,20.591002810200475,16.667407283342797,55.405299999999976,0.06844799965620041
2,2,prefill,65536,sparse,flashmla_sparse_bf16,ok,,20.57588803520543,16.745695375768534,55.445999999999984,0.06812799721956253
2,2,prefill,131072,sparse,flashmla_sparse_bf16,ok,,20.608671009324787,16.690816741853038,55.35780000000001,0.06835199892520905
2,2,prefill,262144,sparse,flashmla_sparse_bf16,ok,,20.76475041726048,16.81678429159762,54.94169999999999,0.06784000247716904
2,2,prefill,524288,sparse,flashmla_sparse_bf16,ok,,20.786429076386,16.737833486797175,54.88440000000001,0.06815999746322632
4,2,prefill,2048,dense,flashmla_dense_bf16_multiquery,ok,,154.55244050156656,60.26637575290378,14.7777,0.03788800165057182
4,2,prefill,4096,dense,flashmla_dense_bf16_multiquery,ok,,239.71726072278017,101.75361164751993,19.045900000000007,0.044863998889923096
4,2,prefill,8192,dense,flashmla_dense_bf16_multiquery,ok,,335.2343116503499,162.8224336074619,27.231800000000003,0.056063998490571976
4,2,prefill,16384,dense,flashmla_dense_bf16_multiquery,ok,,464.1259993186521,277.6046494592116,39.33380000000001,0.06576000154018402
4,2,prefill,32768,dense,flashmla_dense_bf16_multiquery,ok,,541.1019948897622,399.61571894277165,67.47240000000002,0.09136000275611877
4,2,prefill,65536,dense,flashmla_dense_bf16_multiquery,ok,,593.8540563251755,494.63551175248466,122.95390000000002,0.14761599898338318
4,2,prefill,131072,dense,flashmla_dense_bf16_multiquery,ok,,625.534069941225,570.0043715709671,233.45030000000006,0.25619199872016907
4,2,prefill,262144,dense,flashmla_dense_bf16_multiquery,ok,,646.838218583742,615.4320884184488,451.5194,0.4745599925518036
4,2,prefill,524288,dense,flashmla_dense_bf16_multiquery,ok,,658.2993633477598,640.1649523854034,887.3133000000001,0.912447988986969
4,2,prefill,2048,sparse,flashmla_sparse_bf16,ok,,41.47198231848182,33.42858410051491,55.01789999999998,0.06825599819421768
4,2,prefill,4096,sparse,flashmla_sparse_bf16,ok,,41.52307682228635,33.63356858319524,54.95020000000001,0.06784000247716904
4,2,prefill,8192,sparse,flashmla_sparse_bf16,ok,,41.49332557429043,33.63356858319524,54.98959999999998,0.06784000247716904
4,2,prefill,16384,sparse,flashmla_sparse_bf16,ok,,41.127594712195325,33.522882662566175,55.47860000000001,0.06806399673223495
4,2,prefill,32768,sparse,flashmla_sparse_bf16,ok,,41.13204313480892,33.61771105215447,55.472599999999986,0.06787200272083282
4,2,prefill,65536,sparse,flashmla_sparse_bf16,ok,,41.20461393158272,33.681231063807665,55.374900000000004,0.06774400174617767
4,2,prefill,131072,sparse,flashmla_sparse_bf16,ok,,41.1259638649767,33.66532856780178,55.48080000000002,0.06777600198984146
