case_id,status,skip_reason,stage,pattern,pass_order,cache_state,row_layout,B,H,Q,topk,warmup,repeat,seed,timestamp,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_mean,latency_ms_std,tflops,pairs,flops,target_adjacent_overlap,achieved_adjacent_overlap,target_c4_consecutive_fraction,achieved_c4_consecutive_fraction,unique_kv,reuse_factor,selected_kv_working_set_bytes,selected_kv_working_set_vs_l2,profile_bins,extrapolated_64k_plus,setup_alloc_ms,setup_quant_ms,setup_indices_ms,peak_mem_alloc_bytes,temp_c_before,power_w_before,sm_clock_mhz_before,mem_clock_mhz_before,temp_c_after,power_w_after,sm_clock_mhz_after,mem_clock_mhz_after
b128_h2048_q128_csa_profile_sim_batch_inner_ascending_steady,ok,,full,csa_profile_sim,ascending,steady,batch-inner,128,2048,128,2048,10,30,20260803,2026-08-13T08:09:04.494237+00:00,13.124768257141113,13.061344146728516,13.17795181274414,13.126890563964844,0.03342566521306645,356.0386230442955,33554432,4672924418048,0.968996062992126,0.968996062992126,0.722527752539372,0.9973115865031801,278528,120.47058823529412,160432128,3.06,"[""2K-8K""]",False,0.7751099765300751,7.341116666793823,2819.393578916788,2585789440,60.0,106.56,1755.0,1593.0,68.0,251.88,1725.0,1593.0
b128_h2048_q128_csa_profile_sim_batch_inner_descending_steady,ok,,full,csa_profile_sim,descending,steady,batch-inner,128,2048,128,2048,10,30,20260803,2026-08-13T08:28:10.549739+00:00,13.118240356445312,13.072480201721191,13.166239738464355,13.117832565307618,0.032995540894415656,356.21579503626623,33554432,4672924418048,0.968996062992126,0.968996062992126,0.722527752539372,0.9973115865031801,278528,120.47058823529412,160432128,3.06,"[""2K-8K""]",False,0.8866786956787109,7.016446441411972,2826.653439551592,2585789440,53.0,100.03,1755.0,1593.0,62.0,244.37,1665.0,1593.0
b128_h2048_q2_csa_profile_sim_batch_inner_ascending_steady,ok,,full,csa_profile_sim,ascending,steady,batch-inner,128,2048,2,2048,10,30,20260803,2026-08-13T08:08:54.806971+00:00,0.25945600867271423,0.2560960054397583,0.2622080147266388,0.2596096018950144,0.0018053680283427371,281.4135791478341,524288,73014444032,1.0,1.0,0.722527752539372,1.0,262144,2.0,150994944,2.88,"[""2K-8K""]",False,0.7119663059711456,2.001974731683731,137.74919137358665,554976256,74.0,290.04,1740.0,1593.0,74.0,269.5,1740.0,1593.0
b128_h2048_q2_csa_profile_sim_batch_inner_descending_steady,ok,,full,csa_profile_sim,descending,steady,batch-inner,128,2048,2,2048,10,30,20260803,2026-08-13T08:28:24.075386+00:00,0.2590399980545044,0.25673601031303406,0.26307201385498047,0.25952319900194804,0.001891528971737859,281.86552107924695,524288,73014444032,1.0,1.0,0.722527752539372,1.0,262144,2.0,150994944,2.88,"[""2K-8K""]",False,0.5507953464984894,1.6859173774719238,146.87536284327507,554976256,58.0,146.26,1755.0,1593.0,58.0,140.81,1755.0,1593.0
b128_h2048_q32_csa_profile_sim_batch_inner_ascending_steady,ok,,full,csa_profile_sim,ascending,steady,batch-inner,128,2048,32,2048,10,30,20260803,2026-08-13T08:08:59.368644+00:00,3.2483839988708496,3.067744016647339,3.2852799892425537,3.2170709133148194,0.06579277399449732,359.6345459521047,8388608,1168231104512,0.9924395161290321,0.9924395161290321,0.722527752539372,0.9981739619006849,266240,31.50769230769231,153354240,2.925,"[""2K-8K""]",False,0.702347606420517,3.038540482521057,334.1733105480671,952370176,68.0,210.4,1755.0,1593.0,71.0,226.49,1575.0,1593.0
b128_h2048_q32_csa_profile_sim_batch_inner_descending_steady,ok,,full,csa_profile_sim,descending,steady,batch-inner,128,2048,32,2048,10,30,20260803,2026-08-13T08:28:19.097901+00:00,3.1721599102020264,3.130336046218872,3.2352640628814697,3.1807637373606363,0.03399121000957282,368.27623372795176,8388608,1168231104512,0.9924395161290321,0.9924395161290321,0.722527752539372,0.9981739619006849,266240,31.50769230769231,153354240,2.925,"[""2K-8K""]",False,0.8075647056102753,2.809617668390274,331.03932067751884,952370176,57.0,177.74,1755.0,1593.0,59.0,180.09,1665.0,1593.0
b128_h2048_q4096_csa_profile_sim_batch_inner_ascending_steady,ok,,full,csa_profile_sim,ascending,steady,batch-inner,128,2048,4096,2048,10,30,20260803,2026-08-13T08:12:56.376049+00:00,442.5774841308594,439.6253662109375,445.68145751953125,442.6928314208984,2.1709638207089528,337.8698346374136,1073741824,149533581377536,0.8212912087912088,0.8212912087912088,0.722527752539372,0.8931780365348562,785772,1366.480129095972,452604672,8.6327490234375,"[""2K-8K""]",False,140.21650329232216,158.48016366362572,44782.37768635154,78030832640,63.0,234.15,1590.0,1593.0,84.0,342.45,1470.0,1593.0
b128_h2048_q4096_csa_profile_sim_batch_inner_descending_steady,ok,,full,csa_profile_sim,descending,steady,batch-inner,128,2048,4096,2048,10,30,20260803,2026-08-13T08:23:19.029979+00:00,440.79052734375,436.3014221191406,444.12384033203125,440.5355692545573,2.239941335669054,339.239552806729,1073741824,149533581377536,0.8212912087912088,0.8212912087912088,0.722527752539372,0.8931780365348562,785772,1366.480129095972,452604672,8.6327490234375,"[""2K-8K""]",False,173.65305498242378,157.85060450434685,44804.656747728586,78030832640,56.0,230.09,1605.0,1593.0,82.0,341.89,1485.0,1593.0
b128_h2048_q512_csa_profile_sim_batch_inner_ascending_steady,ok,,full,csa_profile_sim,ascending,steady,batch-inner,128,2048,512,2048,10,30,20260803,2026-08-13T08:09:22.146340+00:00,53.80585479736328,51.58448028564453,55.27065658569336,53.548296483357746,1.0553739627005632,347.39151979996,134217728,18691697672192,0.882950097847358,0.882950097847358,0.722527752539372,0.9927017600102435,327568,409.7400478679236,188679168,3.59876953125,"[""2K-8K""]",False,1.1186860501766205,24.316012859344482,24043.357860296965,9885975552,49.0,110.39,1695.0,1593.0,63.0,333.39,1680.0,1593.0
b128_h2048_q512_csa_profile_sim_batch_inner_descending_steady,ok,,full,csa_profile_sim,descending,steady,batch-inner,128,2048,512,2048,10,30,20260803,2026-08-13T08:27:29.629985+00:00,53.778175354003906,51.133888244628906,54.3590087890625,53.34377593994141,1.0409539001427703,347.57032102987404,134217728,18691697672192,0.882950097847358,0.882950097847358,0.722527752539372,0.9927017600102435,327568,409.7400478679236,188679168,3.59876953125,"[""2K-8K""]",False,1.2224987149238586,23.934677243232727,24184.461068361998,9885975552,48.0,109.15,1725.0,1593.0,63.0,343.19,1500.0,1593.0
