B,H,Q,random_tflops,shared_template_sim_tflops,independent_seed_sim_tflops,shared_vs_random,independent_vs_random,independent_vs_shared
8,8192,2,63.60674898566404,63.33844869508141,64.02088345597197,0.9957818895815113,1.006510857368316,1.0107744154609135
8,8192,8,234.54990515305838,246.8840552115464,248.5536591148961,1.0525864636374047,1.0597047948183966,1.0067627044683751
8,8192,32,346.71043273590334,342.1357346781085,342.52065755801095,0.9868054213953248,0.9879156356939399,1.0011250589777316
8,8192,128,509.0810591995633,500.09227976826355,507.87907182683693,0.9823431273490455,0.9976389076925858,1.015570710394053
8,8192,512,475.8873381194592,499.0452534410321,496.6578732047134,1.0486626002975514,1.0436459082255312,0.9952161047122337
8,8192,1024,503.24592944937586,492.11293822578807,511.54272828616035,0.9778776328389404,1.016486569192646,1.0394823800618256
8,8192,4096,508.4934270477561,514.4815331922468,519.044574156359,1.0117761721705174,1.020749820051483,1.0088692026238522
8,16384,2,62.849860288521946,63.45147495550608,63.949145801838085,1.0095722514612178,1.0174906596175346,1.0078433298308824
8,16384,8,214.0432781304451,239.07181149749624,240.73745589116766,1.1169321157181957,1.124713926986552,1.0069671300151957
8,16384,32,331.11324161874563,334.56412374993056,334.63470681268325,1.0104220601819314,1.0106352291340626,1.0002109702079278
8,16384,128,501.6933354922658,497.1334389072898,496.73156524042236,0.9909109883221754,0.990109953828717,0.9991916181141409
8,16384,512,487.8166600972006,494.8932768773493,505.85758345798797,1.0145067140157507,1.0369829996318547,1.022154890949056
8,16384,1024,483.4273248420768,483.20263081477975,477.4745191479584,0.9995352061918087,0.9876862448847652,0.9881455288081471
8,16384,4096,506.90220102543924,514.3697728534257,518.0314116400461,1.0147317802386338,1.0219553408765893,1.007118689666206
8,32768,2,62.79450992558621,63.46566666264677,64.04958611212513,1.010688143563122,1.0199870368926556,1.0092005564612154
8,32768,8,201.35028605292214,233.82928063013932,235.3737436849758,1.1613059271675459,1.1689764554052386,1.0066050883391267
8,32768,32,310.9008648761876,326.4704759224447,328.56285512423716,1.0500790213383855,1.0568090740277716,1.0064090916517963
8,32768,128,484.72068973360876,481.00729120987864,488.6133283925845,0.9923390963035414,1.008030683941127,1.015812727419525
8,32768,512,472.5486860828758,490.5291318573592,499.4490647502719,1.0380499328514268,1.0569261527111267,1.018184308155436
8,32768,1024,474.603613943385,486.3401783110784,479.5065657844839,1.0247291929999787,1.0103306247509605,0.9859489040154451
8,32768,4096,500.08949658184014,500.83609372734054,505.30250756413,1.001492927067262,1.0104241561118985,1.00891791524758
8,65536,2,61.494755619927155,63.45147495550608,64.09274979421369,1.0318192879352601,1.042247410337617,1.0101065395116078
8,65536,8,195.82057392309235,225.8667331519058,228.62797793689424,1.1534371931756975,1.1675380852815131,1.0122251061342946
8,65536,32,287.802904191075,317.4120392943753,320.3081507310799,1.1028799038234947,1.1129427329142736,1.0091241385901517
8,65536,128,440.0581133218461,468.4261663745532,472.4635519894747,1.064464333673038,1.0736389983200427,1.008619043735685
8,65536,512,439.09483934492204,467.4880032670653,475.9432383094453,1.0646629415287654,1.083918998044925,1.018086528388515
8,65536,1024,453.061257199784,469.62611555681144,478.35381025493797,1.0365620721122992,1.0558259013615037,1.0185843470135356
8,65536,4096,458.94768380878935,475.0206602955964,453.91494059448735,1.0350213696546369,0.9890341679632514,0.9555688384417315
8,131072,2,61.70763394612368,63.550070669668315,63.792617373845715,1.0298575169022564,1.03378809548171,1.0038166236736092
8,131072,8,193.69281150146588,225.2866153462719,228.03537155119665,1.16311293950404,1.177304257104404,1.0122011518558252
8,131072,32,278.35809519936004,315.15227632812275,317.215198252264,1.132182903114101,1.1395939393286711,1.006545794141729
8,131072,128,397.18026338519104,464.86981384417385,466.54613907839735,1.170425262026015,1.1746458273177947,1.003606010079169
