B,H,Q,random_tflops,random_latency_ms,sim_tflops,sim_latency_ms,sim_pass_spread,sim_overlap,sim_c4_consecutive,unique_kv,extrapolated,pass_count,sim_vs_random_tflops
2,16384,8,63.3243078015418,0.07206399738788605,64.07834034577209,0.07121599838137627,0.0004494416354778874,0.6015625,0.5472113502935421,12944,False,2,1.011907473929181
2,16384,32,254.54052959978165,0.07171200215816498,260.0527133468763,0.07019199803471565,0.001368623605459085,0.6015625,0.5747309197651663,25488,False,2,1.0216554265670836
2,16384,128,352.6041298836667,0.20707200467586517,353.34190556066517,0.20663999766111374,0.002636051585075183,0.6015625,0.5739282656555773,32728,False,2,1.0020923625518563
2,16384,512,507.6934899092746,0.5752639770507812,514.8247385113309,0.5672959983348846,0.0018065932503514848,0.6015625,0.572284735812133,33788,False,2,1.0140463660531291
2,16384,1024,524.6044088270266,1.1134400367736816,530.4608604006609,1.1011520028114319,0.004135028640473104,0.6015625,0.57104635518591,34800,False,2,1.01116355767335
2,16384,4096,514.6755293112295,4.539680004119873,507.03083687979415,4.6082398891448975,0.009972619207319289,0.6015625,0.5665873249449609,40952,False,2,0.9851465787742697
2,32768,2,15.726327078737206,0.07254400104284286,16.10279573109065,0.0708480030298233,0.0009037574108896607,0.5703125,0.46771037181996084,5856,False,2,1.0239387525433354
2,32768,8,63.01649839404343,0.07241600006818771,64.04971531692048,0.07124799862504005,0.0031489219616176456,0.5703125,0.48348825831702547,14688,False,2,1.0163959748511624
2,32768,32,234.54990515305838,0.07782399654388428,252.90627152022344,0.0721759982407093,0.005780391103736404,0.5703125,0.49021526418786693,36896,False,2,1.0782620924753152
2,32768,128,341.9816187033287,0.21350400149822235,342.5504569240114,0.21315199881792068,0.006929851120266894,0.5703125,0.49609375,62252,False,2,1.0016633590508155
2,32768,512,501.2524768513667,0.5826560258865356,504.4804531682038,0.5789279937744141,0.0010507123211471736,0.5703125,0.5023678296232876,66548,False,2,1.006439821179765
2,32768,1024,517.333927388421,1.129088044166565,521.8613497179222,1.1192960143089294,0.003493986585455744,0.5703125,0.5015823752446185,67572,False,2,1.0087514506391573
2,32768,4096,505.01065637860984,4.626560211181641,494.80735668472573,4.7239038944244385,0.04137449637876944,0.5703125,0.49093574180528377,73720,False,2,0.9797958724929665
2,65536,2,15.726327078737206,0.07254400104284286,16.070150582923034,0.07099200040102005,0.002256229690360545,0.50390625,0.42221135029354206,6128,False,2,1.0218629246653972
2,65536,8,63.07224096688537,0.07235199958086014,64.22265560481469,0.07105599716305733,0.0013519706979632229,0.50390625,0.40936888454011744,17300,False,2,1.0182396347472944
2,65536,32,214.60697804213865,0.08505599945783615,242.42751408602837,0.07529599964618683,0.006823079881862926,0.50390625,0.41325220156555775,50796,False,2,1.129634815688179
2,65536,128,323.4162149650338,0.22575999796390533,331.670610260785,0.22014400362968445,0.006855327406883438,0.50390625,0.41032442514677103,108824,False,2,1.0255225153032095
2,65536,512,469.5583387872442,0.6219840049743652,485.4824951204,0.6015839874744415,0.003143275717031546,0.50390625,0.4110659246575342,131860,False,2,1.0339130519421378
2,65536,1024,468.7263678557564,1.24617600440979,496.6304509483457,1.1761599779129028,0.002997285410331507,0.50390625,0.4106493089530333,133104,False,2,1.0595317119031298
2,65536,4096,460.6124421232095,5.072512149810791,464.96512833501254,5.0267839431762695,0.03810579409175463,0.50390625,0.4115159842832681,139252,False,2,1.0094497799315605
2,131072,2,15.747166009955038,0.0724480003118515,16.06651322596473,0.07100799679756165,0.0009017201650556306,0.50390625,0.40508806262230923,6128,True,2,1.0202796627537811
2,131072,8,61.68094358875696,0.07398399710655212,64.38214589750096,0.07087999954819679,0.0018074096113707139,0.50390625,0.40056262230919765,17448,True,2,1.0437931417968185
2,131072,32,205.55868677217768,0.08879999816417694,240.6351280234729,0.07585600018501282,0.0012662684139153058,0.50390625,0.40692270058708413,52872,True,2,1.1706395472849596
2,131072,128,304.5110599731777,0.23977600038051605,328.2600745191734,0.2224320024251938,0.007798952154514094,0.50390625,0.40985047700587085,132012,True,2,1.0779906468687461
2,131072,512,422.06831254115554,0.6919680237770081,479.1488227691443,0.6095359921455383,0.0030495317287235757,0.50390625,0.408296767979452,231812,True,2,1.1352399801925972
2,131072,1024,432.95015364948307,1.3491519689559937,486.3220647279948,1.2010879516601562,0.00037305517196117854,0.50390625,0.40770337726272016,259288,True,2,1.123274955854899
2,131072,4096,414.024411682743,5.643295764923096,467.12168285968585,5.002928018569946,0.030105814367585193,0.50390625,0.4077499598672945,270332,True,2,1.1282467160840506
2,262144,2,15.733267258195912,0.07251200079917908,16.041215486066314,0.0711199976503849,0.0013507532454244409,0.50390625,0.3904109589041096,6128,True,2,1.0195730627857975
2,262144,8,61.86825617656617,0.0737600028514862,63.99215492425976,0.07131199911236763,0.002246198642197772,0.50390625,0.41988747553816047,17420,True,2,1.0343293779225355
2,262144,32,195.75337349058987,0.09324800223112106,239.67659150081457,0.0761599987745285,0.0058997501657434,0.50390625,0.40496575342465757,53460,True,2,1.2243803885828621
2,262144,128,283.2300659613096,0.25779199600219727,327.8816706911347,0.2226879969239235,0.006921398724309746,0.50390625,0.4057378302348337,141392,True,2,1.1576513587223634
2,262144,512,375.63506557811644,0.777504026889801,474.7746242080921,0.6151520013809204,0.0032825334224539926,0.50390625,0.40669337084148727,316684,True,2,1.2639251968593406
2,262144,1024,386.9832102162704,1.5094079971313477,485.5724013059559,1.2029600143432617,0.007717383291961699,0.50390625,0.40744155913649704,430772,True,2,1.2547634845309896
2,262144,4096,368.5662389203788,6.339327812194824,463.89635775413774,5.037087917327881,0.01979906290541389,0.50390625,0.4073046779445939,531504,True,2,1.2586512511645243
2,524288,2,15.719393019412701,0.07257600128650665,16.070150582923034,0.07099200040102005,0.002256229690360545,0.50390625,0.4143835616438356,6128,True,2,1.022313683682135
2,524288,8,60.99500831462165,0.07481600344181061,64.03529290441357,0.07126399874687195,0.0026978623445312877,0.50390625,0.4014187866927593,17452,True,2,1.0498448098262347
2,524288,32,190.77771021800658,0.09567999839782715,239.4231163578383,0.07623999938368797,0.0012599844108098779,0.50390625,0.4028559197651663,53756,True,2,1.2549847468252102
2,524288,128,274.80446457076823,0.2656959891319275,320.94687543995434,0.22750400006771088,0.011174026980297125,0.50390625,0.40724376223091974,146544,True,2,1.167909975339223
2,524288,512,343.12589767146585,0.8511679768562317,473.3330511926488,0.6170240044593811,0.0010378312593459782,0.50390625,0.4072265625,367676,True,2,1.3794734072968544
2,524288,1024,350.68703586523907,1.6656320095062256,485.90420154577964,1.2021600008010864,0.011484939966310614,0.50390625,0.4073469606164384,579500,True,2,1.3855778852700487
2,524288,4096,345.82696150958583,6.756159782409668,461.3783871210469,5.064624071121216,0.02072831583087864,0.50390625,0.4070158657962329,1003760,True,2,1.3341307603868189
4,2048,2,31.355833468266614,0.07276800274848938,31.81962070327309,0.07171199843287468,0.016194351065469847,1.0,1.0,8192,False,2,1.014791098934616
4,2048,8,129.937438950348,0.07023999840021133,130.92158803582407,0.06971200183033943,0.0004591403076121825,0.9983258928571429,0.99926614481409,8224,False,2,1.007574022494411
4,2048,32,265.93255697317454,0.13728000223636627,266.7747070588963,0.13684800267219543,0.006333561375915009,0.9924395161290323,0.9982723825831703,8320,False,2,1.0031667806879574
4,2048,128,451.3751419395552,0.3235200047492981,456.5459096709675,0.3198560029268265,0.0013014648028777387,0.968996062992126,0.9973359527886496,8704,False,2,1.011455588159316
4,2048,512,529.1054989122485,1.1039680242538452,534.1166134142752,1.093616008758545,0.004486866656156829,0.8829500978473581,0.9928019126100782,10240,False,2,1.0094709174490317
4,2048,1024,488.82905731090744,2.3898561000823975,501.0255363020714,2.331679940223694,0.0005491408997972957,0.8476906158357771,0.9692354146281801,12276,False,2,1.0249503968897795
4,2048,4096,516.1399064885054,9.053600311279297,489.1362722986297,9.553423881530762,0.0012166129395876357,0.8212912087912088,0.8931476272015656,24564,False,2,0.9476815610449663
4,4096,2,31.191237853537068,0.07315199822187424,31.797121248373408,0.07175999879837036,0.0103092525290982,0.8125,0.850293542074364,9728,False,2,1.0194247947991468
4,4096,8,129.1724029307952,0.07065600156784058,130.0856081245201,0.07015999779105186,0.0004562078684864357,0.8125,0.8687622309197651,13648,False,2,1.0070696617311838
4,4096,32,264.3305700380124,0.13811199367046356,267.7145903556958,0.1363680064678192,0.007300989579540618,0.8125,0.875703277886497,16280,False,2,1.0128022283506473
4,4096,128,449.8622612628932,0.3246079981327057,454.9301438629454,0.32099200785160065,0.0011970165720605053,0.8125,0.877836044520548,16880,False,2,1.011265409518516
4,4096,512,542.5678774602939,1.0765759944915771,534.1149259962617,1.093616008758545,0.002724900927081997,0.8125,0.870440160225049,18412,False,2,0.9844204719534825
4,4096,1024,494.6443133335567,2.361759901046753,509.68876690148727,2.2920479774475098,9.778347742184224e-05,0.8125,0.8639988609955968,20464,False,2,1.0304146902378024
4,4096,4096,515.9174727045098,9.057503700256348,479.81381648252386,9.739151954650879,0.0069007694313698575,0.8124670902014652,0.8328035656953279,32736,False,2,0.9300204817008316
4,8192,2,31.466534516391825,0.07251200079917908,31.902989521437924,0.07152000069618225,0.0008952619589643884,0.677734375,0.6568003913894325,10832,False,2,1.0138704503611204
4,8192,8,112.3326786422475,0.08124800026416779,131.07268975698756,0.06963200122117996,0.004606207344321378,0.677734375,0.674045988258317,20912,False,2,1.1668259970406516
4,8192,32,243.87572292115044,0.1496960073709488,257.82096156490155,0.14159999787807465,0.004984073730194716,0.677734375,0.6872400929549902,31596,False,2,1.0571817418999916
4,8192,128,448.8445759898222,0.3253439962863922,448.07350929005645,0.3259039968252182,0.0012772973234129736,0.677734375,0.6855162977005871,33268,False,2,0.9982821075690502
4,8192,512,524.8759444799355,1.1128640174865723,531.8348727768321,1.098304033279419,0.0023920273290101157,0.677734375,0.6842721838307241,34796,False,2,1.0132582343886836
4,8192,1024,503.4992660169805,2.3202240467071533,513.9988817123294,2.273584008216858,0.037144917398357125,0.677734375,0.682232582405822,36844,False,2,1.0208532889797595
4,8192,4096,516.4958839929502,9.04736042022705,517.3697072745329,9.032079696655273,9.566681087092022e-05,0.677734375,0.6757343090676982,49136,False,2,1.0016918300971291
4,16384,2,31.34205057994209,0.07280000299215317,31.960189423507035,0.0713919997215271,0.0008968678222514015,0.6015625,0.5709393346379648,11456,False,2,1.0197223484783902
4,16384,8,126.76119301234593,0.07199999690055847,130.80155812846863,0.06977600231766701,0.001376788783611138,0.6015625,0.5573630136986301,25948,False,2,1.031873833151201
