B,H,case_id,flops,flush_bytes,known_touched_bytes,known_touched_vs_l2,l2_bytes,latency_ms,latency_ms_mean,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_std,mem_clock_mhz_after,mem_clock_mhz_before,pairs,pass_count,pass_order,pass_spread_pct,pattern,peak_mem_alloc_bytes,power_w_after,power_w_before,repeat,seed,selected_kv_bytes,selected_kv_vs_l2,setup_alloc_ms,setup_indices_ms,setup_metadata_ms,setup_quant_ms,skip_reason,sm_clock_mhz_after,sm_clock_mhz_before,status,temp_c_after,temp_c_before,tflops,timestamp,topk,unique_selected_kv,warmup
16,8192,descending_shared_b16_h8192,4563402752,268435456,3702784,0.070625,52428800,0.04548799991607666,0.046591999505956966,0.045632001012563705,0.044064000248909,0.050335999578237534,0.004590194758497872,2619.0,2619.0,32768,2,descending,0.6351495246812444,shared,730079232,202.71,200.45,30,20260810,1343488,0.025625,1.888258004328236,4.925486020511016,0.10303701856173575,4.1945969860535115,,1980.0,1980.0,ok,42.0,43.0,100.32202984444825,2026-08-10T11:13:53.280546+00:00,2048,2048,5
16,8192,descending_independent_b16_h8192,4563402752,268435456,23855104,0.455,52428800,0.04708799906075001,0.048380799839893976,0.04681599885225296,0.04553600028157234,0.05027199909090996,0.006443576587139167,2619.0,2619.0,32768,2,descending,1.1619968180341722,independent,730079232,202.71,200.45,30,20260810,21495808,0.41,1.888258004328236,4.925486020511016,0.10303701856173575,4.1945969860535115,,1980.0,1980.0,ok,42.0,43.0,96.91545861924448,2026-08-10T11:13:53.285273+00:00,2048,32768,5
8,8192,descending_shared_b8_h8192,2281701376,268435456,2523136,0.048125,52428800,0.037007998675107956,0.039126399780313174,0.03753599897027016,0.03657599911093712,0.04966399818658829,0.005409275397058797,2619.0,2619.0,16384,2,descending,2.8947385888726362,shared,500305920,194.35,194.35,30,20260810,1343488,0.025625,1.791112998034805,4.19698900077492,0.18257199553772807,2.8037489973939955,,1980.0,1980.0,ok,42.0,42.0,61.66682876724022,2026-08-10T11:13:53.401873+00:00,2048,2048,5
8,8192,descending_independent_b8_h8192,2281701376,268435456,11927552,0.2275,52428800,0.03852800093591213,0.0407669335603714,0.03916800022125244,0.03766399994492531,0.047968000173568726,0.005493369332108406,2619.0,2619.0,16384,2,descending,3.378374458715472,independent,500305920,194.35,194.35,30,20260810,10747904,0.205,1.791112998034805,4.19698900077492,0.18257199553772807,2.8037489973939955,,1980.0,1980.0,ok,42.0,42.0,59.238244769936315,2026-08-10T11:13:53.403712+00:00,2048,16384,5
32,8192,descending_shared_b32_h8192,9126805504,268435456,6062080,0.115625,52428800,0.058320000767707825,0.05823466641207536,0.058240000158548355,0.05696000158786774,0.05955199897289276,0.0007562243426345991,2619.0,2619.0,65536,2,descending,0.27472736587115243,shared,1190215680,201.54,201.54,30,20260810,1343488,0.025625,1.923197996802628,9.283124993089586,0.12144900392740965,12.203655001940206,,1980.0,1980.0,ok,43.0,43.0,156.49558569693505,2026-08-10T11:13:53.105604+00:00,2048,2048,5
32,8192,descending_independent_b32_h8192,9126805504,268435456,47710208,0.91,52428800,0.06185599975287914,0.06198826655745506,0.061792001128196716,0.06060799956321716,0.06515199691057205,0.0011947540705119098,2619.0,2619.0,65536,2,descending,0.2071421009643304,independent,1190215680,201.54,201.54,30,20260810,42991616,0.82,1.923197996802628,9.283124993089586,0.12144900392740965,12.203655001940206,,1980.0,1980.0,ok,43.0,43.0,147.5493939232197,2026-08-10T11:13:53.107096+00:00,2048,65536,5
64,8192,descending_shared_b64_h8192,18253611008,268435456,10780672,0.205625,52428800,0.08105599880218506,0.08226986726125081,0.08128000050783157,0.07952000200748444,0.08553600311279297,0.0021630028803327956,2619.0,2619.0,131072,2,descending,0.5542401862940194,shared,2112913408,185.51,190.91,30,20260810,1343488,0.025625,1.0198230156674981,27.370121009880677,0.15645500388927758,7.000702986260876,,1980.0,1980.0,ok,42.0,42.0,225.1992534136906,2026-08-10T11:13:53.572410+00:00,2048,2048,5
64,8192,descending_independent_b64_h8192,18253611008,268435456,95420416,1.82,52428800,0.08840000256896019,0.08981546660264333,0.08851200342178345,0.0873280018568039,0.09516800194978714,0.002504327696029296,2619.0,2619.0,131072,2,descending,0.2537170411521128,independent,2112913408,185.51,190.91,30,20260810,85983232,1.64,1.0198230156674981,27.370121009880677,0.15645500388927758,7.000702986260876,,1980.0,1980.0,ok,42.0,42.0,206.48913777019325,2026-08-10T11:13:53.573994+00:00,2048,131072,5
1,8192,descending_shared_b1_h8192,285212672,268435456,1490944,0.0284375,52428800,0.03385600075125694,0.034069333349665006,0.033952001482248306,0.033440001308918,0.03465599939227104,0.0008663405907705623,2619.0,2619.0,2048,2,descending,0.5687247093230763,shared,297943552,179.29,185.51,30,20260810,1343488,0.025625,0.9067359787877649,0.7955129840411246,0.08361300569958985,0.8444570121355355,,1980.0,1980.0,ok,42.0,42.0,8.42435488286129,2026-08-10T11:13:53.699998+00:00,2048,2048,5
1,8192,descending_independent_b1_h8192,285212672,268435456,1490944,0.0284375,52428800,0.03376000002026558,0.03395946671565374,0.033824000507593155,0.03356799855828285,0.034591998904943466,0.00034992701081258524,2619.0,2619.0,2048,2,descending,0.37986994429421994,independent,297943552,179.29,185.51,30,20260810,1343488,0.025625,0.9067359787877649,0.7955129840411246,0.08361300569958985,0.8444570121355355,,1980.0,1980.0,ok,42.0,42.0,8.448273010904614,2026-08-10T11:13:53.701486+00:00,2048,2048,5
