case_id,status,skip_reason,pass_order,pattern,B,H,topk,warmup,repeat,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_mean,latency_ms_std,tflops,pairs,flops,unique_selected_kv,selected_kv_bytes,selected_kv_vs_l2,known_touched_bytes,known_touched_vs_l2,l2_bytes,flush_bytes,setup_alloc_ms,setup_indices_ms,setup_quant_ms,setup_metadata_ms,peak_mem_alloc_bytes,temp_c_before,power_w_before,sm_clock_mhz_before,mem_clock_mhz_before,temp_c_after,power_w_after,sm_clock_mhz_after,mem_clock_mhz_after,seed,timestamp
ascending_independent_b8_h65536,ok,,ascending,independent,8,65536,2048,5,30,0.03791999816894531,0.03731200098991394,0.038975998759269714,0.03805866688489914,0.00048130199777267964,60.17145269454695,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,0.8228060032706708,2.697578980587423,6.857879983726889,0.0970310065895319,2106490880,42.0,206.4,1980.0,2619.0,42.0,206.4,1980.0,2619.0,20260810,2026-08-10T11:13:45.062565+00:00
ascending_shared_b32_h131072,ok,,ascending,shared,32,131072,2048,5,30,0.05849599838256836,0.05750399827957153,0.06038400158286095,0.05879679992794991,0.0011294562689350704,156.02444195088327,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,2.5809820217546076,9.270965994801372,50.978690007468686,0.1301520096603781,6008340480,42.0,208.36,1980.0,2619.0,43.0,198.66,1980.0,2619.0,20260810,2026-08-10T11:13:45.237823+00:00
ascending_independent_b32_h131072,ok,,ascending,independent,32,131072,2048,5,30,0.06217600032687187,0.06108799949288368,0.06374400109052658,0.06223359977205594,0.0008302503356661212,146.78984585722029,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,2.5809820217546076,9.270965994801372,50.978690007468686,0.1301520096603781,6008340480,42.0,208.36,1980.0,2619.0,43.0,198.66,1980.0,2619.0,20260810,2026-08-10T11:13:45.239565+00:00
ascending_shared_b16_h131072,ok,,ascending,shared,16,131072,2048,5,30,0.044576000422239304,0.04412800073623657,0.04588799923658371,0.04476159984866778,0.0008015516461636311,102.37353528297447,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,1.7363119986839592,4.81726200086996,25.70241200737655,0.10577298235148191,4630642688,43.0,198.66,1980.0,2619.0,43.0,212.26,1980.0,2619.0,20260810,2026-08-10T11:13:45.324248+00:00
ascending_independent_b16_h131072,ok,,ascending,independent,16,131072,2048,5,30,0.04601600021123886,0.045504000037908554,0.04681599885225296,0.04609919972717762,0.00038414217698488136,99.1699133138791,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,1.7363119986839592,4.81726200086996,25.70241200737655,0.10577298235148191,4630642688,43.0,198.66,1980.0,2619.0,43.0,212.26,1980.0,2619.0,20260810,2026-08-10T11:13:45.325657+00:00
ascending_shared_b1_h131072,ok,,ascending,shared,1,131072,2048,5,30,0.03420799970626831,0.03392000123858452,0.03532800078392029,0.03435840035478274,0.00043947304777210193,8.337601568317874,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.12892800825648,0.7187279989011586,2.310251002199948,0.08343101944774389,728358912,43.0,212.26,1980.0,2619.0,43.0,217.31,1980.0,2619.0,20260810,2026-08-10T11:13:45.390125+00:00
ascending_independent_b1_h131072,ok,,ascending,independent,1,131072,2048,5,30,0.034143999218940735,0.03372799977660179,0.034623999148607254,0.03429866631825765,0.0007412259012419529,8.353229806828947,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.12892800825648,0.7187279989011586,2.310251002199948,0.08343101944774389,728358912,43.0,212.26,1980.0,2619.0,43.0,217.31,1980.0,2619.0,20260810,2026-08-10T11:13:45.391539+00:00
ascending_shared_b64_h131072,ok,,ascending,shared,64,131072,2048,5,30,0.08191999793052673,0.08064000308513641,0.08470399677753448,0.0821973333756129,0.00116696445699912,222.82240562896743,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,1.5132990083657205,17.50448698294349,101.64102099952288,0.18906898912973702,8763736064,43.0,217.31,1980.0,2619.0,45.0,256.13,1980.0,2619.0,20260810,2026-08-10T11:13:45.664387+00:00
ascending_independent_b64_h131072,ok,,ascending,independent,64,131072,2048,5,30,0.08870399743318558,0.0878399983048439,0.09036800265312195,0.08879466727375984,0.0007277958655313931,205.78115458380722,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,1.5132990083657205,17.50448698294349,101.64102099952288,0.18906898912973702,8763736064,43.0,217.31,1980.0,2619.0,45.0,256.13,1980.0,2619.0,20260810,2026-08-10T11:13:45.669242+00:00
ascending_shared_b8_h131072,ok,,ascending,shared,8,131072,2048,5,30,0.03670400008559227,0.036320000886917114,0.04121600091457367,0.0371157335738341,0.0013241642647112079,62.164924004990276,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,1.9304900197312236,2.866730996174738,20.606778998626396,0.0976259761955589,3941793792,43.0,245.54,1980.0,2619.0,42.0,232.37,1980.0,2619.0,20260810,2026-08-10T11:13:45.857560+00:00
ascending_independent_b8_h131072,ok,,ascending,independent,8,131072,2048,5,30,0.03763199970126152,0.03702399879693985,0.03824000060558319,0.037663999820748965,0.00034741251131679735,60.63194605955292,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,1.9304900197312236,2.866730996174738,20.606778998626396,0.0976259761955589,3941793792,43.0,245.54,1980.0,2619.0,42.0,232.37,1980.0,2619.0,20260810,2026-08-10T11:13:45.859188+00:00
ascending_shared_b16_h262144,ok,,ascending,shared,16,262144,2048,5,30,0.04460800066590309,0.04412800073623657,0.045791998505592346,0.04473066665232182,0.000764975340149085,102.30009603385155,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,1.5566429938189685,4.536246997304261,51.22801102697849,0.11096600792370737,6006505472,42.0,232.37,1980.0,2619.0,43.0,234.97,1980.0,2619.0,20260810,2026-08-10T11:13:45.980889+00:00
ascending_independent_b16_h262144,ok,,ascending,independent,16,262144,2048,5,30,0.04662400111556053,0.04585599899291992,0.047520000487565994,0.046669866889715195,0.0005059431239026056,97.87668674529493,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,1.5566429938189685,4.536246997304261,51.22801102697849,0.11096600792370737,6006505472,42.0,232.37,1980.0,2619.0,43.0,234.97,1980.0,2619.0,20260810,2026-08-10T11:13:45.982383+00:00
ascending_shared_b64_h262144,ok,,ascending,shared,64,262144,2048,5,30,0.08220800012350082,0.08137600123882294,0.08348800241947174,0.08230826730529467,0.0007908913090560812,222.04178401831518,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,2.45419901330024,17.497430002549663,202.99650300876237,0.5686820077244192,14267187200,46.0,252.7,1980.0,2619.0,47.0,308.2,1980.0,2619.0,20260810,2026-08-10T11:13:46.301640+00:00
ascending_independent_b64_h262144,ok,,ascending,independent,64,262144,2048,5,30,0.0888959988951683,0.08793599903583527,0.09004800021648407,0.08898666674892107,0.0009170512069092654,205.33669945624655,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,2.45419901330024,17.497430002549663,202.99650300876237,0.5686820077244192,14267187200,46.0,252.7,1980.0,2619.0,47.0,308.2,1980.0,2619.0,20260810,2026-08-10T11:13:46.303665+00:00
ascending_shared_b1_h262144,ok,,ascending,shared,1,262144,2048,5,30,0.03404799848794937,0.033535998314619064,0.03747199848294258,0.03453546675542991,0.0014650895773633313,8.376782326894942,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,2.7683619991876185,0.8459500095341355,10.573122999630868,0.08507000165991485,1186660352,47.0,308.2,1980.0,2619.0,45.0,298.13,1980.0,2619.0,20260810,2026-08-10T11:13:46.401168+00:00
ascending_independent_b1_h262144,ok,,ascending,independent,1,262144,2048,5,30,0.0342399999499321,0.033695999532938004,0.036031998693943024,0.034501333410541214,0.0010301510402058788,8.329809357974769,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,2.7683619991876185,0.8459500095341355,10.573122999630868,0.08507000165991485,1186660352,47.0,308.2,1980.0,2619.0,45.0,298.13,1980.0,2619.0,20260810,2026-08-10T11:13:46.403100+00:00
ascending_shared_b32_h262144,ok,,ascending,shared,32,262144,2048,5,30,0.05849599838256836,0.05753599852323532,0.059328000992536545,0.05854400011400382,0.0005821745266257433,156.02444195088327,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,1.529995002783835,8.931435993872583,101.65969099034555,0.15518401050940156,8760066048,45.0,298.13,1980.0,2619.0,47.0,295.57,1980.0,2619.0,20260810,2026-08-10T11:13:46.612295+00:00
ascending_independent_b32_h262144,ok,,ascending,independent,32,262144,2048,5,30,0.06220800057053566,0.060864001512527466,0.06515199691057205,0.06228373336295287,0.0011460430954898283,146.71433610298098,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,1.529995002783835,8.931435993872583,101.65969099034555,0.15518401050940156,8760066048,45.0,298.13,1980.0,2619.0,47.0,295.57,1980.0,2619.0,20260810,2026-08-10T11:13:46.613892+00:00
ascending_shared_b8_h262144,ok,,ascending,shared,8,262144,2048,5,30,0.03686400130391121,0.0363520011305809,0.037567999213933945,0.0371253335227569,0.0012916026336864455,61.895108921828175,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,11.094729008618742,2.5707650056574494,25.69998800754547,0.09800898260436952,4629725184,47.0,295.57,1980.0,2619.0,44.0,298.74,1980.0,2619.0,20260810,2026-08-10T11:13:46.751542+00:00
ascending_independent_b8_h262144,ok,,ascending,independent,8,262144,2048,5,30,0.03788800165057182,0.03728000074625015,0.03923200070858002,0.03802560021479925,0.00050550223121911,60.22226764671722,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,11.094729008618742,2.5707650056574494,25.69998800754547,0.09800898260436952,4629725184,47.0,295.57,1980.0,2619.0,44.0,298.74,1980.0,2619.0,20260810,2026-08-10T11:13:46.753148+00:00
ascending_shared_b1_h524288,ok,,ascending,shared,1,524288,2048,5,30,0.033952001482248306,0.03363199904561043,0.035071998834609985,0.03412053349117438,0.0004137732590531557,8.400467116765487,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.1859990190714598,0.7424179930239916,6.814121996285394,0.08454802446067333,2105688064,44.0,298.74,1980.0,2619.0,44.0,313.48,1980.0,2619.0,20260810,2026-08-10T11:13:46.832737+00:00
ascending_independent_b1_h524288,ok,,ascending,independent,1,524288,2048,5,30,0.03392000123858452,0.03363199904561043,0.03551999852061272,0.03410879982014497,0.000732063435923864,8.40839214579881,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.1859990190714598,0.7424179930239916,6.814121996285394,0.08454802446067333,2105688064,44.0,298.74,1980.0,2619.0,44.0,313.48,1980.0,2619.0,20260810,2026-08-10T11:13:46.833999+00:00
ascending_shared_b8_h524288,ok,,ascending,shared,8,524288,2048,5,30,0.03702399879693985,0.03641600161790848,0.03807999938726425,0.03732693356772264,0.001389520469428835,61.62763208031948,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,1.3420599862001836,2.8470569814089686,51.00921701523475,0.09811401832848787,6005587968,44.0,313.48,1980.0,2619.0,44.0,317.3,1980.0,2619.0,20260810,2026-08-10T11:13:46.959845+00:00
ascending_independent_b8_h524288,ok,,ascending,independent,8,524288,2048,5,30,0.0382080003619194,0.03753599897027016,0.0390079990029335,0.03842026653389136,0.0008185785119388918,59.71789558173511,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,1.3420599862001836,2.8470569814089686,51.00921701523475,0.09811401832848787,6005587968,44.0,313.48,1980.0,2619.0,44.0,317.3,1980.0,2619.0,20260810,2026-08-10T11:13:46.961243+00:00
ascending_shared_b64_h524288,ok,,ascending,shared,64,524288,2048,5,30,0.14182400703430176,0.11785600334405899,0.21904000639915466,0.15235946774482728,0.02973820742114599,128.7060730387145,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,11.912803020095453,17.76714899460785,405.48956498969346,0.9886710031423718,25274089472,44.0,317.3,1980.0,2619.0,48.0,362.99,1980.0,2619.0,20260810,2026-08-10T11:13:47.549681+00:00
ascending_independent_b64_h524288,ok,,ascending,independent,64,524288,2048,5,30,0.14032000303268433,0.12086399644613266,0.1879040002822876,0.14681600034236908,0.019601662474265348,130.08559445190605,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,11.912803020095453,17.76714899460785,405.48956498969346,0.9886710031423718,25274089472,44.0,317.3,1980.0,2619.0,48.0,362.99,1980.0,2619.0,20260810,2026-08-10T11:13:47.552197+00:00
ascending_shared_b16_h524288,ok,,ascending,shared,16,524288,2048,5,30,0.044319998472929,0.04339199885725975,0.04505600035190582,0.04427306627233823,0.0004818263229329962,102.96486708561964,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,7.181358989328146,7.182081986684352,101.75850801169872,0.11170899961143732,8758231040,45.0,335.7,1980.0,2619.0,49.0,362.94,1980.0,2619.0,20260810,2026-08-10T11:13:47.828915+00:00
ascending_independent_b16_h524288,ok,,ascending,independent,16,524288,2048,5,30,0.04623999819159508,0.04575999826192856,0.04681599885225296,0.04635199978947639,0.0007524086681565191,98.68950974201114,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,7.181358989328146,7.182081986684352,101.75850801169872,0.11170899961143732,8758231040,45.0,335.7,1980.0,2619.0,49.0,362.94,1980.0,2619.0,20260810,2026-08-10T11:13:47.830506+00:00
ascending_shared_b32_h524288,ok,,ascending,shared,32,524288,2048,5,30,0.058559998869895935,0.05740800127387047,0.06220800057053566,0.05888533343871435,0.001659256420567745,155.85392213338716,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,2.8523819928523153,9.066191996680573,212.13911499944516,0.14041300164535642,14263517184,49.0,362.94,1980.0,2619.0,50.0,389.2,1980.0,2619.0,20260810,2026-08-10T11:13:48.149420+00:00
ascending_independent_b32_h524288,ok,,ascending,independent,32,524288,2048,5,30,0.06217600032687187,0.06083200126886368,0.0655680000782013,0.062307200456659,0.0011786936309016239,146.78984585722029,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,2.8523819928523153,9.066191996680573,212.13911499944516,0.14041300164535642,14263517184,49.0,362.94,1980.0,2619.0,50.0,389.2,1980.0,2619.0,20260810,2026-08-10T11:13:48.150970+00:00
descending_shared_b64_h524288,ok,,descending,shared,64,524288,2048,5,30,0.12803199887275696,0.10777600109577179,0.16604800522327423,0.1300266665716966,0.017954211767937905,142.57069458191563,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,4.552028985926881,17.868543014628813,405.48356299404986,0.6939329905435443,25274089472,46.0,362.06,1980.0,2619.0,51.0,407.67,1980.0,2619.0,20260810,2026-08-10T11:13:48.717995+00:00
descending_independent_b64_h524288,ok,,descending,independent,64,524288,2048,5,30,0.12825599312782288,0.10255999863147736,0.16889600455760956,0.13235093330343564,0.021957508522896206,142.321700240612,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,4.552028985926881,17.868543014628813,405.48356299404986,0.6939329905435443,25274089472,46.0,362.06,1980.0,2619.0,51.0,407.67,1980.0,2619.0,20260810,2026-08-10T11:13:48.719484+00:00
descending_shared_b32_h524288,ok,,descending,shared,32,524288,2048,5,30,0.05843200162053108,0.057440001517534256,0.06006399914622307,0.058556799714763956,0.0008319734670653295,156.1953253505035,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,3.6040830018464476,9.414636006113142,205.53502198890783,0.31165999826043844,14263517184,51.0,407.67,1980.0,2619.0,52.0,428.03,1980.0,2619.0,20260810,2026-08-10T11:13:49.021658+00:00
descending_independent_b32_h524288,ok,,descending,independent,32,524288,2048,5,30,0.06172800064086914,0.06054399907588959,0.06351999938488007,0.061873066673676175,0.001190289544602773,147.8551939029965,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,3.6040830018464476,9.414636006113142,205.53502198890783,0.31165999826043844,14263517184,51.0,407.67,1980.0,2619.0,52.0,428.03,1980.0,2619.0,20260810,2026-08-10T11:13:49.023507+00:00
descending_shared_b16_h524288,ok,,descending,shared,16,524288,2048,5,30,0.04438399896025658,0.044064000248909,0.04483199864625931,0.04442666669686635,0.0003536763726200596,102.816394621996,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,4.985230014426634,5.003216996556148,103.17418599152006,0.11071798508055508,8758231040,52.0,428.03,1980.0,2619.0,51.0,416.13,1980.0,2619.0,20260810,2026-08-10T11:13:49.217649+00:00
descending_independent_b16_h524288,ok,,descending,independent,16,524288,2048,5,30,0.04614400118589401,0.04569600149989128,0.04992000013589859,0.04637333353360494,0.0011414656476608507,98.89482131417353,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,4.985230014426634,5.003216996556148,103.17418599152006,0.11071798508055508,8758231040,52.0,428.03,1980.0,2619.0,51.0,416.13,1980.0,2619.0,20260810,2026-08-10T11:13:49.219093+00:00
descending_shared_b1_h524288,ok,,descending,shared,1,524288,2048,5,30,0.03411199897527695,0.03372799977660179,0.03782400116324425,0.03438613327840964,0.0009954586717208411,8.361065917207346,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.7805029929149896,0.7906790124252439,6.817084999056533,0.08609300130046904,2105688064,51.0,416.13,1980.0,2619.0,47.0,411.12,1980.0,2619.0,20260810,2026-08-10T11:13:49.336570+00:00
descending_independent_b1_h524288,ok,,descending,independent,1,524288,2048,5,30,0.03404799848794937,0.033663999289274216,0.03497600182890892,0.03415146681169669,0.000438347933024916,8.376782326894942,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.7805029929149896,0.7906790124252439,6.817084999056533,0.08609300130046904,2105688064,51.0,416.13,1980.0,2619.0,47.0,411.12,1980.0,2619.0,20260810,2026-08-10T11:13:49.338209+00:00
descending_shared_b8_h524288,ok,,descending,shared,8,524288,2048,5,30,0.036959998309612274,0.03638400137424469,0.04073600098490715,0.03727360007663568,0.0011690996954492026,61.73434741220192,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,1.2876880064141005,2.754167013335973,50.9997229964938,0.09609901462681592,6005587968,47.0,411.12,1980.0,2619.0,46.0,387.12,1980.0,2619.0,20260810,2026-08-10T11:13:49.468403+00:00
descending_independent_b8_h524288,ok,,descending,independent,8,524288,2048,5,30,0.03824000060558319,0.03753599897027016,0.03891199827194214,0.03824000010887782,0.00040316638720861223,59.66792206762838,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,1.2876880064141005,2.754167013335973,50.9997229964938,0.09609901462681592,6005587968,47.0,411.12,1980.0,2619.0,46.0,387.12,1980.0,2619.0,20260810,2026-08-10T11:13:49.469766+00:00
descending_shared_b8_h262144,ok,,descending,shared,8,262144,2048,5,30,0.03711999952793121,0.03657599911093712,0.038176000118255615,0.03723733363052209,0.0008190722425241971,61.46824905757656,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,1.6761200095061213,2.56210399675183,25.690009002573788,0.0929870002437383,4629725184,46.0,364.51,1980.0,2619.0,46.0,364.51,1980.0,2619.0,20260810,2026-08-10T11:13:49.602741+00:00
descending_independent_b8_h262144,ok,,descending,independent,8,262144,2048,5,30,0.03814399987459183,0.03750399872660637,0.0390079990029335,0.038218666488925614,0.0004155350746905915,59.81809415639886,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,1.6761200095061213,2.56210399675183,25.690009002573788,0.0929870002437383,4629725184,46.0,364.51,1980.0,2619.0,46.0,364.51,1980.0,2619.0,20260810,2026-08-10T11:13:49.604302+00:00
descending_shared_b32_h262144,ok,,descending,shared,32,262144,2048,5,30,0.05849599838256836,0.05772799998521805,0.059776000678539276,0.0586816002925237,0.001022845944980953,156.02444195088327,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,1.8948880024254322,8.84537200909108,101.62031798972748,0.13296600081957877,8760066048,47.0,338.84,1980.0,2619.0,48.0,323.58,1980.0,2619.0,20260810,2026-08-10T11:13:49.802552+00:00
descending_independent_b32_h262144,ok,,descending,independent,32,262144,2048,5,30,0.06201599910855293,0.06083200126886368,0.0631679967045784,0.061910399918754896,0.0007113863371720164,147.16856351897871,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,1.8948880024254322,8.84537200909108,101.62031798972748,0.13296600081957877,8760066048,47.0,338.84,1980.0,2619.0,48.0,323.58,1980.0,2619.0,20260810,2026-08-10T11:13:49.803944+00:00
descending_shared_b16_h262144,ok,,descending,shared,16,262144,2048,5,30,0.04447999969124794,0.044064000248909,0.0459199994802475,0.04476586679617564,0.0012127375935118356,102.59448704308136,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,10.724823019700125,4.599979991326109,51.001459010876715,0.10720299906097353,6006505472,48.0,339.04,1980.0,2619.0,48.0,289.76,1980.0,2619.0,20260810,2026-08-10T11:13:50.012305+00:00
descending_independent_b16_h262144,ok,,descending,independent,16,262144,2048,5,30,0.046112000942230225,0.04566400125622749,0.04729599878191948,0.04634880026181539,0.0007910152256526528,98.96345113535837,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,10.724823019700125,4.599979991326109,51.001459010876715,0.10720299906097353,6006505472,48.0,339.04,1980.0,2619.0,48.0,289.76,1980.0,2619.0,20260810,2026-08-10T11:13:50.013681+00:00
descending_shared_b1_h262144,ok,,descending,shared,1,262144,2048,5,30,0.034015998244285583,0.03347200155258179,0.034752000123262405,0.034167466685175896,0.0008132841454051862,8.384662709344813,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,23.367605987004936,0.785273005021736,10.013311984948814,0.08868001168593764,1186660352,48.0,289.76,1980.0,2619.0,45.0,280.87,1980.0,2619.0,20260810,2026-08-10T11:13:50.145998+00:00
descending_independent_b1_h262144,ok,,descending,independent,1,262144,2048,5,30,0.03404799848794937,0.033535998314619064,0.03657599911093712,0.03420906650523345,0.000768154704407605,8.376782326894942,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,23.367605987004936,0.785273005021736,10.013311984948814,0.08868001168593764,1186660352,48.0,289.76,1980.0,2619.0,45.0,280.87,1980.0,2619.0,20260810,2026-08-10T11:13:50.147832+00:00
descending_shared_b64_h262144,ok,,descending,shared,64,262144,2048,5,30,0.1327359974384308,0.08105599880218506,0.20975999534130096,0.1333162657916546,0.041700821493444305,137.51816658828275,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,1.7697809962555766,22.16284500900656,203.6170239734929,0.5398989887908101,14267187200,45.0,280.87,1980.0,2619.0,47.0,297.82,1980.0,2619.0,20260810,2026-08-10T11:13:50.516544+00:00
descending_independent_b64_h262144,ok,,descending,independent,64,262144,2048,5,30,0.14585599303245544,0.08819200098514557,0.1929599940776825,0.1358175997932752,0.040532081351629334,125.14817271812933,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,1.7697809962555766,22.16284500900656,203.6170239734929,0.5398989887908101,14267187200,45.0,280.87,1980.0,2619.0,47.0,297.82,1980.0,2619.0,20260810,2026-08-10T11:13:50.518794+00:00
descending_shared_b16_h131072,ok,,descending,shared,16,131072,2048,5,30,0.044256001710891724,0.04368000105023384,0.046911999583244324,0.04450133331120014,0.0009863868414230384,103.11376029427697,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,3.344353986904025,5.299437005305663,25.726243009557948,0.10728699271567166,4630642688,47.0,297.82,1980.0,2619.0,45.0,288.01,1980.0,2619.0,20260810,2026-08-10T11:13:50.715141+00:00
descending_independent_b16_h131072,ok,,descending,independent,16,131072,2048,5,30,0.04608000069856644,0.045471999794244766,0.046879999339580536,0.046170666938026746,0.00043226354754773605,99.03217627646367,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,3.344353986904025,5.299437005305663,25.726243009557948,0.10728699271567166,4630642688,47.0,297.82,1980.0,2619.0,45.0,288.01,1980.0,2619.0,20260810,2026-08-10T11:13:50.717105+00:00
descending_shared_b64_h131072,ok,,descending,shared,64,131072,2048,5,30,0.08230400085449219,0.08160000294446945,0.0835840031504631,0.08247466608881951,0.0008039295758203756,221.78279085449475,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,2.035145997069776,17.60033701430075,105.00239298562519,0.16175699420273304,8763736064,45.0,288.01,1980.0,2619.0,48.0,288.08,1980.0,2619.0,20260810,2026-08-10T11:13:50.957733+00:00
descending_independent_b64_h131072,ok,,descending,independent,64,131072,2048,5,30,0.08870399743318558,0.08771199733018875,0.09020800143480301,0.08880533327658971,0.0006789777723547505,205.78115458380722,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,2.035145997069776,17.60033701430075,105.00239298562519,0.16175699420273304,8763736064,45.0,288.01,1980.0,2619.0,48.0,288.08,1980.0,2619.0,20260810,2026-08-10T11:13:50.959361+00:00
descending_shared_b32_h131072,ok,,descending,shared,32,131072,2048,5,30,0.05833600088953972,0.057631999254226685,0.06035200133919716,0.05860800010462602,0.000935902218305338,156.4523684316615,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,2.318965009180829,9.216427017236128,59.390987997176126,0.1272240187972784,6008340480,48.0,288.08,1980.0,2619.0,48.0,298.81,1980.0,2619.0,20260810,2026-08-10T11:13:51.115038+00:00
descending_independent_b32_h131072,ok,,descending,independent,32,131072,2048,5,30,0.061824001371860504,0.060447998344898224,0.06297600269317627,0.061941333735982575,0.0007948351845600152,147.62560334948023,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,2.318965009180829,9.216427017236128,59.390987997176126,0.1272240187972784,6008340480,48.0,288.08,1980.0,2619.0,48.0,298.81,1980.0,2619.0,20260810,2026-08-10T11:13:51.116856+00:00
descending_shared_b1_h131072,ok,,descending,shared,1,131072,2048,5,30,0.0342399999499321,0.033663999289274216,0.03484800085425377,0.03415466658771038,0.000329183747348582,8.329809357974769,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.3682360004168004,0.7571660098619759,2.324474015040323,0.08446301217190921,728358912,48.0,298.81,1980.0,2619.0,48.0,298.81,1980.0,2619.0,20260810,2026-08-10T11:13:51.190279+00:00
descending_independent_b1_h131072,ok,,descending,independent,1,131072,2048,5,30,0.03420799970626831,0.033663999289274216,0.03494400158524513,0.034306133290131886,0.0006404765670909178,8.337601568317874,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,1.3682360004168004,0.7571660098619759,2.324474015040323,0.08446301217190921,728358912,48.0,298.81,1980.0,2619.0,48.0,298.81,1980.0,2619.0,20260810,2026-08-10T11:13:51.191627+00:00
descending_shared_b8_h131072,ok,,descending,shared,8,131072,2048,5,30,0.03683200106024742,0.03651199862360954,0.042047999799251556,0.037353599816560744,0.001725690373201933,61.94888440266222,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,0.8652070246171206,2.7423359861131757,13.044877996435389,0.09347699233330786,3941793792,45.0,302.48,1980.0,2619.0,46.0,284.86,1980.0,2619.0,20260810,2026-08-10T11:13:51.353971+00:00
descending_independent_b8_h131072,ok,,descending,independent,8,131072,2048,5,30,0.03782400116324425,0.03734400123357773,0.0390079990029335,0.03793173308173815,0.0005465966065788418,60.324167349520394,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,0.8652070246171206,2.7423359861131757,13.044877996435389,0.09347699233330786,3941793792,45.0,302.48,1980.0,2619.0,46.0,284.86,1980.0,2619.0,20260810,2026-08-10T11:13:51.355686+00:00
