B,H,Q,original_tflops,trace_tflops,trace_vs_original_tflops,original_latency_ms,trace_latency_ms,original_overlap,trace_overlap,overlap_delta,original_unique_kv,trace_unique_kv,original_vs_trace_unique_kv,trace_c4_consecutive_fraction,original_pass_spread,trace_pass_spread,complete_two_pass
8,65536,256,468.94931209104834,510.50499146724735,1.0886144372211615,1.2455840110778809,1.1441919803619385,0.03703254250919118,0.4404909620098039,0.40345841950061273,526028,219016,2.401778865471016,0.3646792059075342,0.0012081504572507562,0.0010632666595642437,True
8,65536,1024,463.7242706599211,508.5819005333577,1.0967334097255685,5.039743900299072,4.594079971313477,0.032800996991080154,0.47358221835288367,0.44078122136180353,532242,310568,1.7137696092321166,0.37160114206213307,0.032272789765096066,0.0025247504842118573,True
8,65536,2048,464.48841662320626,512.1929396693024,1.102703364258046,10.060431957244873,9.12337589263916,0.031198416795157547,0.5106991319232413,0.4795007151280838,540404,381572,1.4162569580577191,0.3771431581381482,0.00505419986208655,0.0019204015830287524,True
32,8192,64,521.5556114799344,516.2366335917759,0.989801705185252,1.1200639605522156,1.131488025188446,0.2503696017795139,0.7256547231522817,0.47528512137276785,264075,199580,1.3231536226074756,0.5979553342098827,0.020492376578721716,0.0003394099409284035,True
32,8192,256,485.02772983087607,512.832266737448,1.0573256644857543,4.8174238204956055,4.556080102920532,0.24627637676164216,0.7264827952665441,0.480206418504902,270239,230224,1.173808986030996,0.6037048220401174,0.014552703424733915,0.008584335623968098,True
32,8192,1024,517.5333779752534,519.4296244242474,1.00366400802285,18.058448791503906,17.99278450012207,0.2357016346205248,0.7389809766006843,0.5032793419801596,294796,252892,1.1656991917498378,0.6159856090806934,0.0007072759721320487,0.007671520337371618,True
32,8192,2048,488.9055072497101,495.4533830162528,1.0133929269960102,38.23184013366699,37.72820854187012,0.22321918526683485,0.7503041918241634,0.5270850065573286,327561,257832,1.270443544633715,0.6291332804760121,0.0035753400791234125,0.013745180049998362,True
32,16384,64,499.4951294510332,510.78391422849614,1.0226003900976368,1.1694239974021912,1.143567979335785,0.12411450582837301,0.6697658962673612,0.5456513904389881,526077,258888,2.032064058589042,0.5461468780577299,0.006451327214613389,0.001988748477317115,True
32,16384,256,478.90574423109365,512.1898630523963,1.069500354134908,4.878751993179321,4.561712026596069,0.12422712737438725,0.683718931908701,0.5594918045343138,532253,349212,1.524154381865457,0.5396850347052349,0.0004986834405227292,0.000877289394335623,True
32,16384,1024,515.2819118776722,517.7572232220637,1.004803800186526,18.137359619140625,18.05087947845459,0.12131984259492608,0.688334206798326,0.5670143642033999,556840,444012,1.2541102492725422,0.5344674246651786,0.001389514741126474,0.007323424395280664,True
