case_id,status,skip_reason,stage,pattern,pass_order,cache_state,B,H,Q,topk,warmup,repeat,seed,timestamp,setup_alloc_ms,setup_quant_ms,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_mean,latency_ms_std,tflops,pairs,flops,achieved_adjacent_overlap,unique_kv,reuse_factor,selected_kv_working_set_bytes,selected_kv_working_set_vs_l2,c4_consecutive_fraction,trace_rows,hidden_layer_ids,setup_indices_ms,peak_mem_alloc_bytes,temp_c_before,power_w_before,sm_clock_mhz_before,mem_clock_mhz_before,temp_c_after,power_w_after,sm_clock_mhz_after,mem_clock_mhz_after
b32_h65536_q1024_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,65536,1024,2048,10,30,20260803,2026-08-11T10:36:26.304059+00:00,0.9932816028594971,20.992707461118698,20.073152542114258,20.05504035949707,22.053312301635742,20.377797253926595,0.6846901169112204,465.58948906944465,67108864,9345848836096,0.03212480740812867,2128873,31.52318809060005,1226230848,23.388497314453126,,,,21.0874080657959,5757257728,48.0,326.33,1695.0,1593.0,52.0,345.25,1545.0,1593.0
b32_h65536_q1024_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,65536,1024,2048,10,30,20260803,2026-08-11T10:36:31.909334+00:00,0.9932816028594971,20.992707461118698,20.08995246887207,20.053312301635742,21.341407775878906,20.432580312093098,0.48593759459080454,465.20014671894904,67108864,9345848836096,0.03212480740812867,2128873,31.52318809060005,1226230848,23.388497314453126,,,,20.837776362895966,6025824256,48.0,326.83,1740.0,1593.0,52.0,334.14,1635.0,1593.0
b32_h65536_q2048_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,32,65536,2048,2048,10,30,20260803,2026-08-11T10:37:11.853946+00:00,1.232057809829712,32.174549996852875,38.51238250732422,36.65187072753906,40.04604721069336,38.46256294250488,1.4952832261865991,485.34254323624987,134217728,18691697672192,0.44829275693087445,1573636,85.2914702002242,906414336,17.2884814453125,0.3769899133133562,"[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19]","[8,42,34,26,18,10,2,36,28,20,12,4,38,30,22,14,6,40,32,24,16,8,42,34,26,18,10,2,36,28,20,12]",2815.977454185486,10289760256,51.0,99.82,1725.0,1593.0,52.0,335.47,1680.0,1593.0
b32_h65536_q2048_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,32,65536,2048,2048,10,30,20260803,2026-08-11T10:37:16.350885+00:00,1.232057809829712,32.174549996852875,38.74505615234375,36.684383392333984,39.6629753112793,38.43819961547852,1.309561419182929,482.4279412242202,134217728,18691697672192,0.44829275693087445,1573636,85.2914702002242,906414336,17.2884814453125,0.3769899133133562,"[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19]","[8,42,34,26,18,10,2,36,28,20,12,4,38,30,22,14,6,40,32,24,16,8,42,34,26,18,10,2,36,28,20,12]",2782.589364796877,10289760256,48.0,99.24,1725.0,1593.0,54.0,335.99,1680.0,1593.0
b32_h65536_q2048_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,65536,2048,2048,10,30,20260803,2026-08-11T10:37:09.899689+00:00,1.232057809829712,32.174549996852875,42.09814453125,40.07292938232422,44.36524963378906,42.2869150797526,1.5999523846962207,444.00288612047757,134217728,18691697672192,0.03143628842084071,2161653,62.09032069439452,1245112128,23.748629150390624,,,,38.75156119465828,10289760256,51.0,303.72,1725.0,1593.0,51.0,329.5,1695.0,1593.0
b32_h65536_q2048_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,65536,2048,2048,10,30,20260803,2026-08-11T10:37:20.812971+00:00,1.232057809829712,32.174549996852875,41.89932632446289,40.26211166381836,45.94566345214844,42.40157203674316,1.88000770140975,446.1097423726087,134217728,18691697672192,0.03143628842084071,2161653,62.09032069439452,1245112128,23.748629150390624,,,,38.31595182418823,10826893312,52.0,313.59,1695.0,1593.0,54.0,340.16,1635.0,1593.0
b32_h65536_q256_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,32,65536,256,2048,20,100,20260803,2026-08-11T10:48:33.330562+00:00,0.8885525166988373,12.631304562091827,4.955008029937744,4.93836784362793,4.963744163513184,4.949933118820191,0.022286486962540993,471.53550406120246,16777216,2336462209024,0.3691281786151961,993588,16.885485734529805,572306688,10.9158837890625,0.3615560214346869,"[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19]","[8,42,34,26,18,10,2,36,28,20,12,4,38,30,22,14,6,40,32,24,16,8,42,34,26,18,10,2,36,28,20,12]",345.6040062010288,2433221632,41.0,228.1,1755.0,1593.0,48.0,247.69,1650.0,1593.0
b32_h65536_q256_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,32,65536,256,2048,20,100,20260803,2026-08-11T10:48:34.426929+00:00,0.8885525166988373,12.631304562091827,4.654816150665283,4.650112152099609,4.8089919090271,4.674560613632202,0.05425653242536469,501.94511091271875,16777216,2336462209024,0.3691281786151961,993588,16.885485734529805,572306688,10.9158837890625,0.3615560214346869,"[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19]","[8,42,34,26,18,10,2,36,28,20,12,4,38,30,22,14,6,40,32,24,16,8,42,34,26,18,10,2,36,28,20,12]",342.87556260824203,2433221632,42.0,238.03,1755.0,1593.0,49.0,255.85,1710.0,1593.0
b32_h65536_q256_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,65536,256,2048,20,100,20260803,2026-08-11T10:48:32.498862+00:00,0.8885525166988373,12.631304562091827,5.416639804840088,5.401504039764404,5.429408073425293,5.415467505455017,0.010423167242231687,431.349008463925,16777216,2336462209024,0.036185290766697305,2103941,7.974185587903843,1211870016,23.114586181640625,,,,7.5515881180763245,2433221632,42.0,288.15,1740.0,1593.0,46.0,309.9,1620.0,1593.0
b32_h65536_q256_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,65536,256,2048,20,100,20260803,2026-08-11T10:48:35.479620+00:00,0.8885525166988373,12.631304562091827,5.419871807098389,5.40064001083374,5.429152011871338,5.4158489751815795,0.01051147947250112,431.0917844890617,16777216,2336462209024,0.036185290766697305,2103941,7.974185587903843,1211870016,23.114586181640625,,,,8.115310221910477,2433221632,44.0,258.34,1740.0,1593.0,48.0,322.18,1680.0,1593.0
b32_h65536_q64_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,32,65536,64,2048,10,30,20260803,2026-08-11T10:35:58.999309+00:00,0.6895288825035095,10.486975312232971,1.1830079555511475,1.1783679723739624,1.2266240119934082,1.1986698627471923,0.021190264497906414,493.75454282880827,4194304,584115552256,0.39025103856646826,653388,6.41931593478913,376351488,7.1783349609375,0.3576034277152642,"[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19]","[8,42,34,26,18,10,2,36,28,20,12,4,38,30,22,14,6,40,32,24,16,8,42,34,26,18,10,2,36,28,20,12]",94.53830868005753,1798308864,43.0,159.43,1740.0,1593.0,45.0,175.65,1665.0,1593.0
b32_h65536_q64_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,32,65536,64,2048,10,30,20260803,2026-08-11T10:35:59.246114+00:00,0.6895288825035095,10.486975312232971,1.189568042755127,1.1652799844741821,1.2373440265655518,1.1857205351193747,0.0199495083972433,491.0316444809206,4194304,584115552256,0.39025103856646826,653388,6.41931593478913,376351488,7.1783349609375,0.3576034277152642,"[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19]","[8,42,34,26,18,10,2,36,28,20,12,4,38,30,22,14,6,40,32,24,16,8,42,34,26,18,10,2,36,28,20,12]",91.80950745940208,1798308864,43.0,161.24,1740.0,1593.0,43.0,176.89,1590.0,1593.0
b32_h65536_q64_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,65536,64,2048,10,30,20260803,2026-08-11T10:35:58.812901+00:00,0.6895288825035095,10.486975312232971,1.397536039352417,1.363711953163147,1.4484800100326538,1.3987082640329997,0.02846163329953593,417.9609940697232,4194304,584115552256,0.038091265966021824,1819690,2.304955239628728,1048141440,19.99171142578125,,,,4.527006298303604,1798308864,44.0,169.6,1740.0,1593.0,44.0,177.7,1605.0,1593.0
b32_h65536_q64_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,65536,64,2048,10,30,20260803,2026-08-11T10:35:59.509414+00:00,0.6895288825035095,10.486975312232971,1.3823679685592651,1.3801599740982056,1.4522559642791748,1.394382933775584,0.025733837957764433,422.5470826445569,4194304,584115552256,0.038091265966021824,1819690,2.304955239628728,1048141440,19.99171142578125,,,,5.665767937898636,1798308864,44.0,176.76,1725.0,1593.0,47.0,183.07,1635.0,1593.0
b32_h8192_q1024_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,32,8192,1024,2048,10,30,20260803,2026-08-11T10:36:08.346562+00:00,0.9312406182289124,11.808618903160095,17.92403221130371,17.88969612121582,17.941919326782227,17.920922597249348,0.01604057215333036,521.4144186932493,67108864,9345848836096,0.7389809766006843,252892,265.3657055185613,145665792,2.7783544921875,0.6159856090806934,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",1235.2861650288105,4700293120,46.0,92.75,1755.0,1593.0,48.0,309.39,1665.0,1593.0
b32_h8192_q1024_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,32,8192,1024,2048,10,30,20260803,2026-08-11T10:36:10.441684+00:00,0.9312406182289124,11.808618903160095,18.06153678894043,17.93212890625,18.14441680908203,18.045497703552247,0.07216227510517509,517.4448301552455,67108864,9345848836096,0.7389809766006843,252892,265.3657055185613,145665792,2.7783544921875,0.6159856090806934,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",1234.8190769553185,4700293120,45.0,91.4,1755.0,1593.0,51.0,310.95,1695.0,1593.0
b32_h8192_q1024_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,8192,1024,2048,10,30,20260803,2026-08-11T10:36:07.479550+00:00,0.9312406182289124,11.808618903160095,18.06483268737793,18.03340721130371,18.756479263305664,18.274104499816893,0.2849572023893135,517.3504232134978,67108864,9345848836096,0.2357016346205248,294796,227.64509694839822,169802496,3.2387255859375,,,,20.01146972179413,4700293120,46.0,222.5,1740.0,1593.0,48.0,340.18,1620.0,1593.0
b32_h8192_q1024_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,8192,1024,2048,10,30,20260803,2026-08-11T10:36:12.603528+00:00,0.9312406182289124,11.808618903160095,18.052064895629883,17.915903091430664,18.08131217956543,18.04752318064372,0.053439668135195344,517.716332737009,67108864,9345848836096,0.2357016346205248,294796,227.64509694839822,169802496,3.2387255859375,,,,20.0234092772007,4968859648,46.0,319.97,1740.0,1593.0,52.0,329.33,1695.0,1593.0
b32_h8192_q2048_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,32,8192,2048,2048,10,30,20260803,2026-08-11T10:36:34.647630+00:00,1.2375079095363617,22.517316043376923,37.47068786621094,36.03919982910156,41.56537628173828,37.846905899047854,1.7081496686207251,498.8351892265947,134217728,18691697672192,0.7503041918241634,257832,520.5627230134351,148511232,2.832626953125,0.6291332804760121,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",2490.968845784664,9232795648,48.0,99.34,1740.0,1593.0,50.0,337.24,1665.0,1593.0
b32_h8192_q2048_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,32,8192,2048,2048,10,30,20260803,2026-08-11T10:36:38.839123+00:00,1.2375079095363617,22.517316043376923,37.9857292175293,36.117919921875,38.712127685546875,37.692339197794595,1.1009678818116764,492.07157680591087,134217728,18691697672192,0.7503041918241634,257832,520.5627230134351,148511232,2.832626953125,0.6291332804760121,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",2473.7725481390953,9232795648,47.0,98.93,1740.0,1593.0,53.0,336.54,1680.0,1593.0
b32_h8192_q2048_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,8192,2048,2048,10,30,20260803,2026-08-11T10:36:32.923799+00:00,1.2375079095363617,22.517316043376923,38.16361618041992,36.07660675048828,39.484161376953125,37.86296920776367,1.3178051853677286,489.77794933861355,134217728,18691697672192,0.22321918526683485,327561,409.74880403955297,188675136,3.598692626953125,,,,37.53798454999924,9232795648,51.0,339.75,1710.0,1593.0,49.0,332.27,1695.0,1593.0
b32_h8192_q2048_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,8192,2048,2048,10,30,20260803,2026-08-11T10:36:43.013729+00:00,1.2375079095363617,22.517316043376923,38.30006408691406,36.04140853881836,39.068641662597656,37.86199811299642,1.3225348257625071,488.03306516080664,134217728,18691697672192,0.22321918526683485,327561,409.74880403955297,188675136,3.598692626953125,,,,37.499215453863144,9769928704,50.0,312.41,1725.0,1593.0,50.0,339.96,1605.0,1593.0
b32_h8192_q256_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,32,8192,256,2048,10,30,20260803,2026-08-11T10:35:59.980252+00:00,0.7822252810001373,4.120025783777237,4.5366082191467285,4.455935955047607,4.78220796585083,4.593607473373413,0.1016087670774457,515.0240215064141,16777216,2336462209024,0.7264827952665441,230224,72.87344499270276,132609024,2.52931640625,0.6037048220401174,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",300.2537116408348,1376257024,43.0,178.74,1755.0,1593.0,49.0,214.38,1710.0,1593.0
b32_h8192_q256_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,32,8192,256,2048,10,30,20260803,2026-08-11T10:36:00.591332+00:00,0.7822252810001373,4.120025783777237,4.575551986694336,4.408576011657715,4.739200115203857,4.581628783543905,0.09086315005331382,510.6405119684818,16777216,2336462209024,0.7264827952665441,230224,72.87344499270276,132609024,2.52931640625,0.6037048220401174,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",289.0223488211632,1376257024,43.0,144.11,1755.0,1593.0,49.0,197.88,1710.0,1593.0
b32_h8192_q256_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,8192,256,2048,10,30,20260803,2026-08-11T10:35:59.675445+00:00,0.7822252810001373,4.120025783777237,4.852223873138428,4.758975982666016,4.876319885253906,4.831624507904053,0.045794439277208845,481.5239919078119,16777216,2336462209024,0.24627637676164216,270239,62.08288218946932,155657664,2.968934326171875,,,,7.192723453044891,1376257024,44.0,184.81,1740.0,1593.0,49.0,196.82,1695.0,1593.0
b32_h8192_q256_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,8192,256,2048,10,30,20260803,2026-08-11T10:36:01.211502+00:00,0.7822252810001373,4.120025783777237,4.782623767852783,4.735583782196045,4.791584014892578,4.777980772654216,0.016788502953131695,488.53146775394026,16777216,2336462209024,0.24627637676164216,270239,62.08288218946932,155657664,2.968934326171875,,,,7.7057816088199615,1376257024,44.0,202.2,1740.0,1593.0,45.0,204.63,1695.0,1593.0
b32_h8192_q64_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,32,8192,64,2048,10,30,20260803,2026-08-11T10:35:56.364044+00:00,0.680338591337204,2.304665744304657,1.1312960386276245,1.1291520595550537,1.153439998626709,1.1350335955619812,0.013701462670151307,516.3242266494548,4194304,584115552256,0.7256547231522817,199580,21.01565287102916,114958080,2.1926513671875,0.5979553342098827,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",78.07448878884315,741344256,43.0,234.52,1740.0,1593.0,44.0,241.97,1725.0,1593.0
b32_h8192_q64_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,32,8192,64,2048,10,30,20260803,2026-08-11T10:35:56.635226+00:00,0.680338591337204,2.304665744304657,1.1316800117492676,1.1294399499893188,1.136191964149475,1.1321226676305136,0.002220666360241389,516.1490405340969,4194304,584115552256,0.7256547231522817,199580,21.01565287102916,114958080,2.1926513671875,0.5979553342098827,"[8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18,3,12,0,8,19,5,18]","[26,30,36,40,4,8,14,18,22,28,32,38,42,6,10,14,20,24,30,34,40,2,6,12,16,22,26,32,36,40,4,8]",72.42836803197861,741344256,43.0,221.64,1740.0,1593.0,46.0,200.56,1710.0,1593.0
b32_h8192_q64_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,32,8192,64,2048,10,30,20260803,2026-08-11T10:35:56.125036+00:00,0.680338591337204,2.304665744304657,1.1087039709091187,1.1066880226135254,1.2181119918823242,1.1318592071533202,0.0379328344149415,526.8453686307582,4194304,584115552256,0.2503696017795139,264075,15.883002934772318,152107200,2.901214599609375,,,,4.314303398132324,741344256,45.0,301.79,1740.0,1593.0,44.0,273.35,1740.0,1593.0
b32_h8192_q64_original_strided_descending_steady,ok,,full,original_strided,descending,steady,32,8192,64,2048,10,30,20260803,2026-08-11T10:35:56.860430+00:00,0.680338591337204,2.304665744304657,1.1314239501953125,1.127392053604126,1.1870399713516235,1.1482250650723775,0.025487064876874462,516.2658543291105,4194304,584115552256,0.2503696017795139,264075,15.883002934772318,152107200,2.901214599609375,,,,5.4139643907547,741344256,43.0,160.81,1740.0,1593.0,47.0,152.19,1680.0,1593.0
b8_h16384_q1024_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,8,16384,1024,2048,10,30,20260803,2026-08-11T10:35:36.253088+00:00,0.8541308343410492,3.3138543367385864,4.726975917816162,4.362368106842041,4.777696132659912,4.667569096883138,0.139980059479629,494.28265547488405,16777216,2336462209024,0.7115813821175465,109820,152.77013294481878,63256320,1.2065185546875,0.5501142826565557,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",341.33583307266235,1300759552,39.0,196.76,1755.0,1593.0,41.0,194.67,1725.0,1593.0
b8_h16384_q1024_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,8,16384,1024,2048,10,30,20260803,2026-08-11T10:35:36.956559+00:00,0.8541308343410492,3.3138543367385864,4.569056034088135,4.48748779296875,4.68614387512207,4.576924784978231,0.0582791790920552,511.3665036262348,16777216,2336462209024,0.7115813821175465,109820,152.77013294481878,63256320,1.2065185546875,0.5501142826565557,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",337.6198634505272,1300759552,39.0,142.9,1755.0,1593.0,45.0,199.68,1680.0,1593.0
b8_h16384_q1024_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,8,16384,1024,2048,10,30,20260803,2026-08-11T10:35:35.888265+00:00,0.8541308343410492,3.3138543367385864,4.6877760887146,4.445504188537598,4.695712089538574,4.616333882013957,0.09437804373965032,498.4159150964619,16777216,2336462209024,0.11872387957829302,139221,120.507796955919,80191296,1.529527587890625,,,,8.486244827508926,1300759552,41.0,204.11,1740.0,1593.0,41.0,259.42,1680.0,1593.0
b8_h16384_q1024_original_strided_descending_steady,ok,,full,original_strided,descending,steady,8,16384,1024,2048,10,30,20260803,2026-08-11T10:35:37.599816+00:00,0.8541308343410492,3.3138543367385864,4.738944053649902,4.400928020477295,4.790207862854004,4.686922645568847,0.13157979928261343,493.03435165571807,16777216,2336462209024,0.11872387957829302,139221,120.507796955919,80191296,1.529527587890625,,,,10.69982722401619,1300759552,40.0,197.53,1740.0,1593.0,45.0,200.93,1575.0,1593.0
b8_h16384_q2048_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,8,16384,2048,2048,10,30,20260803,2026-08-11T10:35:46.092153+00:00,0.8942447602748871,6.175022572278976,8.978464126586914,8.950240135192871,9.085023880004883,9.003205362955729,0.055492452782257326,520.4592179870268,33554432,4672924418048,0.7089899805737054,120864,277.6213926396611,69617664,1.3278515625,0.5453393268025318,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",681.771781295538,2347059200,41.0,156.92,1755.0,1593.0,47.0,198.6,1680.0,1593.0
b8_h16384_q2048_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,8,16384,2048,2048,10,30,20260803,2026-08-11T10:35:47.261835+00:00,0.8942447602748871,6.175022572278976,8.981856346130371,8.81817626953125,9.335519790649414,9.00803737640381,0.13862180418567502,520.2626537287276,33554432,4672924418048,0.7089899805737054,120864,277.6213926396611,69617664,1.3278515625,0.5453393268025318,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",674.7312694787979,2347059200,41.0,159.23,1755.0,1593.0,44.0,199.25,1680.0,1593.0
b8_h16384_q2048_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,8,16384,2048,2048,10,30,20260803,2026-08-11T10:35:45.565359+00:00,0.8942447602748871,6.175022572278976,8.989472389221191,8.896575927734375,9.322751998901367,9.095293935139974,0.17074133579950154,519.8218778280092,33554432,4672924418048,0.11565610497068882,147390,227.6574530158084,84896640,1.61927490234375,,,,16.073018312454224,2347059200,43.0,285.69,1740.0,1593.0,48.0,307.08,1680.0,1593.0
b8_h16384_q2048_original_strided_descending_steady,ok,,full,original_strided,descending,steady,8,16384,2048,2048,10,30,20260803,2026-08-11T10:35:48.448222+00:00,0.8942447602748871,6.175022572278976,9.067296028137207,8.759231567382812,9.076671600341797,9.06176954905192,0.11701556879040276,515.3603018526362,33554432,4672924418048,0.11565610497068882,147390,227.6574530158084,84896640,1.61927490234375,,,,16.37919619679451,2481342464,43.0,203.3,1740.0,1593.0,46.0,312.03,1680.0,1593.0
b8_h16384_q256_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,8,16384,256,2048,10,30,20260803,2026-08-11T10:35:31.593240+00:00,0.6481930613517761,1.4356449246406555,1.1298240423202515,1.1272319555282593,1.1380800008773804,1.1310944000879923,0.005496104853334249,516.9969219777242,4194304,584115552256,0.7057081035539216,87336,48.02491526976276,50305536,0.959501953125,0.5520320526541096,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",79.99954000115395,665846784,37.0,143.65,1740.0,1593.0,41.0,159.57,1740.0,1593.0
b8_h16384_q256_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,8,16384,256,2048,10,30,20260803,2026-08-11T10:35:31.866763+00:00,0.6481930613517761,1.4356449246406555,1.127776026725769,1.1229759454727173,1.1647679805755615,1.1307082692782084,0.012374045742388966,517.935776620329,4194304,584115552256,0.7057081035539216,87336,48.02491526976276,50305536,0.959501953125,0.5520320526541096,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",80.0383985042572,665846784,38.0,143.74,1740.0,1593.0,37.0,157.34,1725.0,1593.0
b8_h16384_q256_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,8,16384,256,2048,10,30,20260803,2026-08-11T10:35:31.426299+00:00,0.6481930613517761,1.4356449246406555,1.1233279705047607,1.121440052986145,1.140064001083374,1.1266698638598125,0.012501744696824111,519.9866535803708,4194304,584115552256,0.1247891295189951,133069,31.519767939940934,76647744,1.461939697265625,,,,3.225088119506836,665846784,39.0,151.36,1740.0,1593.0,41.0,161.75,1710.0,1593.0
b8_h16384_q256_original_strided_descending_steady,ok,,full,original_strided,descending,steady,8,16384,256,2048,10,30,20260803,2026-08-11T10:35:32.116320+00:00,0.6481930613517761,1.4356449246406555,1.1301759481430054,1.125440001487732,1.1585919857025146,1.1412405331929525,0.014071556244991231,516.8359433022457,4194304,584115552256,0.1247891295189951,133069,31.519767939940934,76647744,1.461939697265625,,,,4.202190786600113,665846784,38.0,157.89,1740.0,1593.0,41.0,158.54,1680.0,1593.0
b8_h16384_q64_csa_trace_replay_ascending_steady,ok,,full,csa_trace_replay,ascending,steady,8,16384,64,2048,10,30,20260803,2026-08-11T10:35:28.961661+00:00,0.626828521490097,1.2294985353946686,0.32969599962234497,0.32819199562072754,0.3317759931087494,0.3301482657591502,0.0019564131275419,442.919805612658,1048576,146028888064,0.6936887710813492,64348,16.295393796232982,37064448,0.7069482421875,0.5605315863502935,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",17.174821346998215,505971712,37.0,115.97,1755.0,1593.0,37.0,105.93,1755.0,1593.0
b8_h16384_q64_csa_trace_replay_descending_steady,ok,,full,csa_trace_replay,descending,steady,8,16384,64,2048,10,30,20260803,2026-08-11T10:35:29.185223+00:00,0.626828521490097,1.2294985353946686,0.32927998900413513,0.3284800052642822,0.33478400111198425,0.32998933295408883,0.0016753885450209156,443.4793881816066,1048576,146028888064,0.6936887710813492,64348,16.295393796232982,37064448,0.7069482421875,0.5605315863502935,"[8,0,5,19,3,8,0,5]","[2,10,16,22,30,36,2,8]",16.097664833068848,505971712,37.0,104.98,1755.0,1593.0,38.0,105.62,1755.0,1593.0
b8_h16384_q64_original_strided_ascending_steady,ok,,full,original_strided,ascending,steady,8,16384,64,2048,10,30,20260803,2026-08-11T10:35:28.846377+00:00,0.626828521490097,1.2294985353946686,0.33641600608825684,0.3352000117301941,0.34272000193595886,0.33710719843705494,0.002066772334462245,434.0723551235851,1048576,146028888064,0.12697637648809523,131511,7.973295009542928,75750336,1.444822998046875,,,,2.1892115473747253,505971712,37.0,126.63,1755.0,1593.0,37.0,117.03,1755.0,1593.0
b8_h16384_q64_original_strided_descending_steady,ok,,full,original_strided,descending,steady,8,16384,64,2048,10,30,20260803,2026-08-11T10:35:29.339445+00:00,0.626828521490097,1.2294985353946686,0.3368000090122223,0.3354560136795044,0.3393920063972473,0.3370581328868866,0.001284549157581854,433.5774470204978,1048576,146028888064,0.12697637648809523,131511,7.973295009542928,75750336,1.444822998046875,,,,2.776309847831726,505971712,38.0,105.59,1755.0,1593.0,39.0,108.83,1755.0,1593.0
