B,H,Q,pattern,latency_ms,latency_ms_pass_min,latency_ms_pass_max,pass_spread,tflops,tflops_pass_min,tflops_pass_max,adjacent_overlap,unique_kv,reuse_factor,c4_consecutive_fraction,pass_count
128,8192,64,original_strided,4.774768114089966,4.771488189697266,4.778048038482666,0.0013748014297854105,489.3354516291737,488.9993131517312,489.67159010661624,0.2510587298680866,1056332,15.882521782924307,,2
128,8192,256,csa_trace_replay,19.35414409637451,19.315519332885742,19.39276885986328,0.0039993502450652585,482.88810974765113,481.9244174790772,483.85180201622507,0.7283991196576287,914348,73.39531994382882,0.6069890151051859,2
128,8192,256,original_strided,19.573359489440918,19.571327209472656,19.57539176940918,0.00020767932051923843,477.4780201574521,477.42844415001326,477.5275961648909,0.24697506474513634,1080934,62.084145748029016,,2
128,8192,1024,csa_trace_replay,76.41068649291992,76.02425384521484,76.797119140625,0.010166035920375016,489.2555376397744,486.7812199560558,491.729855323493,0.7399554061516755,1010664,265.60306491573857,0.6190233771814992,2
128,8192,1024,original_strided,77.3693733215332,77.23951721191406,77.49922943115234,0.003362426755280312,483.1821565658863,482.3711876721836,483.99312545958895,0.23590087144838634,1179156,227.65050256285005,,2
128,8192,2048,csa_trace_replay,153.3198699951172,152.83468627929688,153.8050537109375,0.00634913091565692,487.65720599041344,486.11400526074607,489.2004067200809,0.7496216088664434,1032044,520.2015728011596,0.6308553363479046,2
128,8192,2048,original_strided,153.6684341430664,153.2340850830078,154.102783203125,0.005669091962448247,486.5500741541662,485.1748238071525,487.92532450117994,0.22328003965824128,1310247,409.7478658604065,,2
128,16384,64,csa_trace_replay,4.752511978149414,4.712063789367676,4.792960166931152,0.017167929208855792,491.66240399504136,487.47791086275504,495.8468971273277,0.6705867222377232,1051576,15.954354226418252,0.5416694536601027,2
128,16384,64,original_strided,4.9028801918029785,4.869344234466553,4.936416149139404,0.013774321847713766,476.5712065544137,473.31143453765134,479.83097857117605,0.12490009126209077,2104260,7.972976723408705,,2
128,16384,256,csa_trace_replay,18.259807586669922,18.257375717163086,18.262239456176758,0.00026639858263410865,511.82625871091057,511.75809289561107,511.8944245262101,0.6793155445772059,1415080,47.42407779065495,0.5348452215325343,2
128,16384,256,original_strided,19.493887901306152,19.491615295410156,19.49616050720215,0.00023318805153427213,479.42457709984103,479.36868557496314,479.4804686247189,0.12372173234528186,2129026,31.520922713015246,,2
128,16384,1024,csa_trace_replay,77.48212814331055,77.43545532226562,77.52880096435547,0.0012054638498781856,482.47782817405334,482.18719855568696,482.7684577924197,0.6848376321652767,1788928,150.05380652547223,0.5317408940563464,2
128,16384,1024,original_strided,77.74264144897461,77.22099304199219,78.26428985595703,0.013510533507352207,480.88253559012924,477.6558429545194,484.109228225739,0.1211201993134947,2227338,120.51850953918984,,2
128,16384,2048,csa_trace_replay,153.0031509399414,152.32211303710938,153.68418884277344,0.00894207530676927,488.6714527412598,486.49630942359425,490.8465960589254,0.6760175636936294,1946700,275.7851297066831,0.5297196793229613,2
128,16384,2048,original_strided,155.46746063232422,155.1036834716797,155.83123779296875,0.004690761076747041,480.9186420256205,479.793344054035,482.043939997206,0.11766083367463724,2358297,227.65195053888462,,2
128,32768,64,csa_trace_replay,4.808559894561768,4.777503967285156,4.839615821838379,0.013000900675027127,485.91672400267896,482.7784466859748,489.05500131938305,0.6078718881758431,1537640,10.911016883015531,0.4624878646342955,2
128,32768,64,original_strided,5.1484479904174805,5.147488117218018,5.149407863616943,0.0003729481943832713,453.81876141844657,453.7341517521336,453.9033710847595,0.06239918300083706,4143129,4.049407102699433,,2
