case_id,status,skip_reason,pass_order,backend,cache_state,pattern,segment_mode,N,H,topk,warmup,repeat,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_mean,latency_ms_std,tflops,pairs,flops,unique_kv,reuse_factor,adjacent_overlap,selected_kv_working_set_bytes,selected_kv_working_set_vs_l2,kv_token_bytes,peak_mem_alloc_bytes,temp_c_before,power_w_before,sm_clock_mhz_before,mem_clock_mhz_before,temp_c_after,power_w_after,sm_clock_mhz_after,mem_clock_mhz_after,seed,timestamp
descending_flashmla_fp8_decode_l2-cold_native_independent_dispersed_n64_h32768,ok,,descending,flashmla_fp8_decode,l2-cold,native_independent_dispersed,isolated,64,32768,2048,10,30,0.08816000074148178,0.08761599659919739,0.08966399729251862,0.08843306650718054,0.0008628829268248738,207.05093981936818,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,4636147712,42.0,160.51,1980.0,2619.0,42.0,165.21,1980.0,2619.0,20260810,2026-08-10T09:07:13.188936+00:00
descending_flashmla_fp8_decode_steady_native_independent_dispersed_n64_h32768,ok,,descending,flashmla_fp8_decode,steady,native_independent_dispersed,isolated,64,32768,2048,10,30,0.0947519987821579,0.09375999867916107,0.09743999689817429,0.09514559979240099,0.0017811890108291224,192.6461841714437,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,4636147712,42.0,165.21,1980.0,2619.0,45.0,180.74,1980.0,2619.0,20260810,2026-08-10T09:07:13.277445+00:00
descending_flashmla_bf16_l2-cold_isolated_dispersed_n64_h2048,ok,,descending,flashmla_bf16,l2-cold,isolated_dispersed,isolated,64,2048,2048,10,30,0.07887999713420868,0.07785599678754807,0.08224000036716461,0.07927466680606206,0.0012022044044556872,231.40988426942747,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425664,42.0,180.81,1980.0,2619.0,42.0,180.81,1980.0,2619.0,20260810,2026-08-10T09:07:13.440269+00:00
descending_flashmla_bf16_steady_isolated_dispersed_n64_h2048,ok,,descending,flashmla_bf16,steady,isolated_dispersed,isolated,64,2048,2048,10,30,0.08019199967384338,0.07945600152015686,0.08169600367546082,0.08036800026893616,0.0007529078941366633,227.62384130887148,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425664,42.0,180.81,1980.0,2619.0,42.0,180.81,1980.0,2619.0,20260810,2026-08-10T09:07:13.499779+00:00
descending_flashmla_bf16_steady_isolated_contiguous_n64_h2048,ok,,descending,flashmla_bf16,steady,isolated_contiguous,isolated,64,2048,2048,10,30,0.08044800162315369,0.07945600152015686,0.08163200318813324,0.0804917333026727,0.0006713640713262121,226.89949581974997,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425664,42.0,179.61,1980.0,2619.0,42.0,179.61,1980.0,2619.0,20260810,2026-08-10T09:07:13.540649+00:00
descending_flashmla_bf16_l2-cold_isolated_contiguous_n64_h2048,ok,,descending,flashmla_bf16,l2-cold,isolated_contiguous,isolated,64,2048,2048,10,30,0.0788159966468811,0.07756800204515457,0.0804160013794899,0.07898453399538993,0.0010297480789493911,231.59779466827726,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425664,42.0,179.61,1980.0,2619.0,42.0,179.61,1980.0,2619.0,20260810,2026-08-10T09:07:13.575363+00:00
descending_sglang_q8kv8_l2-cold_shared_dispersed_n256_h2048,ok,,descending,sglang_q8kv8,l2-cold,shared_dispersed,shared,256,2048,2048,10,30,0.11926399916410446,0.11859200149774551,0.1215360015630722,0.11959466636180878,0.0011266649037790283,612.2085838454389,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,176.63,1980.0,2619.0,41.0,176.63,1980.0,2619.0,20260810,2026-08-10T09:07:13.933270+00:00
descending_sglang_q8kv8_l2-cold_independent_contiguous_n256_h2048,ok,,descending,sglang_q8kv8,l2-cold,independent_contiguous,shared,256,2048,2048,10,30,0.1202239990234375,0.11948800086975098,0.12211199849843979,0.12036373366912206,0.000868786202657355,607.3200411322696,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,176.63,1980.0,2619.0,42.0,179.18,1980.0,2619.0,20260810,2026-08-10T09:07:13.991217+00:00
descending_sglang_q8kv8_steady_shared_dispersed_n256_h2048,ok,,descending,sglang_q8kv8,steady,shared_dispersed,shared,256,2048,2048,10,30,0.1157120019197464,0.11513599753379822,0.11727999895811081,0.1158720001578331,0.0005804857654872242,631.0014762568894,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,178.27,1980.0,2619.0,41.0,178.27,1980.0,2619.0,20260810,2026-08-10T09:07:14.144603+00:00
descending_sglang_q8kv8_steady_independent_contiguous_n256_h2048,ok,,descending,sglang_q8kv8,steady,independent_contiguous,shared,256,2048,2048,10,30,0.11510399729013443,0.11443199962377548,0.1159679964184761,0.11523733238379161,0.0007859273367664244,634.3345648366816,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,178.27,1980.0,2619.0,42.0,177.53,1980.0,2619.0,20260810,2026-08-10T09:07:14.205860+00:00
descending_sglang_q8kv8_steady_independent_dispersed_n256_h2048,ok,,descending,sglang_q8kv8,steady,independent_dispersed,shared,256,2048,2048,10,30,0.11513599753379822,0.11459200084209442,0.11695999652147293,0.11529386639595032,0.0007748994166811686,634.1582614991162,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,42.0,177.53,1980.0,2619.0,42.0,177.53,1980.0,2619.0,20260810,2026-08-10T09:07:14.277124+00:00
descending_sglang_q8kv8_l2-cold_shared_contiguous_n256_h2048,ok,,descending,sglang_q8kv8,l2-cold,shared_contiguous,shared,256,2048,2048,10,30,0.11929599940776825,0.11868800222873688,0.12054400146007538,0.11955733299255371,0.0008726123191249431,612.0443635534477,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,42.0,177.53,1980.0,2619.0,42.0,161.37,1980.0,2619.0,20260810,2026-08-10T09:07:14.313292+00:00
descending_sglang_q8kv8_steady_shared_contiguous_n256_h2048,ok,,descending,sglang_q8kv8,steady,shared_contiguous,shared,256,2048,2048,10,30,0.11590400338172913,0.11532799899578094,0.11711999773979187,0.1159402663509051,0.00047934042292990987,629.9561870311535,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,42.0,161.37,1980.0,2619.0,42.0,161.37,1980.0,2619.0,20260810,2026-08-10T09:07:14.352821+00:00
descending_sglang_q8kv8_l2-cold_independent_dispersed_n256_h2048,ok,,descending,sglang_q8kv8,l2-cold,independent_dispersed,shared,256,2048,2048,10,30,0.11977600306272507,0.11900799721479416,0.1212799996137619,0.11992319996158282,0.0007928682246217391,609.5915890077191,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,42.0,161.37,1980.0,2619.0,42.0,161.78,1980.0,2619.0,20260810,2026-08-10T09:07:14.408197+00:00
descending_flashmla_bf16_l2-cold_independent_dispersed_n64_h2048,ok,,descending,flashmla_bf16,l2-cold,independent_dispersed,shared,64,2048,2048,10,30,0.07017599791288376,0.06995200365781784,0.07145600020885468,0.07039466574788093,0.0006907900972484178,260.1118837050236,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,42.0,160.82,1980.0,2619.0,42.0,159.43,1980.0,2619.0,20260810,2026-08-10T09:07:14.597417+00:00
descending_flashmla_bf16_steady_independent_contiguous_n64_h2048,ok,,descending,flashmla_bf16,steady,independent_contiguous,shared,64,2048,2048,10,30,0.0689919963479042,0.06864000111818314,0.06943999975919724,0.06902719959616661,0.00048059278421501417,264.5757765285262,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,42.0,159.43,1980.0,2619.0,42.0,159.31,1980.0,2619.0,20260810,2026-08-10T09:07:14.700398+00:00
descending_flashmla_bf16_l2-cold_independent_contiguous_n64_h2048,ok,,descending,flashmla_bf16,l2-cold,independent_contiguous,shared,64,2048,2048,10,30,0.07027199864387512,0.06995200365781784,0.0711359977722168,0.07049386550982793,0.0008433258683709345,259.7565368889786,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,42.0,159.31,1980.0,2619.0,42.0,159.31,1980.0,2619.0,20260810,2026-08-10T09:07:14.777483+00:00
descending_flashmla_bf16_steady_shared_dispersed_n64_h2048,ok,,descending,flashmla_bf16,steady,shared_dispersed,shared,64,2048,2048,10,30,0.06831999868154526,0.06803199648857117,0.07148800045251846,0.06861013223727544,0.001160705858271335,267.1781522286637,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,160.24,1980.0,2619.0,41.0,160.24,1980.0,2619.0,20260810,2026-08-10T09:07:14.857009+00:00
descending_flashmla_bf16_steady_shared_contiguous_n64_h2048,ok,,descending,flashmla_bf16,steady,shared_contiguous,shared,64,2048,2048,10,30,0.06831999868154526,0.06800000369548798,0.06921599805355072,0.06840853244066239,0.0005244288446594473,267.1781522286637,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,160.24,1980.0,2619.0,41.0,160.99,1980.0,2619.0,20260810,2026-08-10T09:07:14.892115+00:00
descending_flashmla_bf16_steady_independent_dispersed_n64_h2048,ok,,descending,flashmla_bf16,steady,independent_dispersed,shared,64,2048,2048,10,30,0.06886400282382965,0.0684799998998642,0.0695360004901886,0.06896426702539125,0.0004459167068298896,265.06752816412717,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,160.99,1980.0,2619.0,41.0,156.89,1980.0,2619.0,20260810,2026-08-10T09:07:15.015469+00:00
descending_flashmla_bf16_l2-cold_shared_contiguous_n64_h2048,ok,,descending,flashmla_bf16,l2-cold,shared_contiguous,shared,64,2048,2048,10,30,0.06934399902820587,0.06896000355482101,0.07088000327348709,0.06964373315374056,0.0010207784362399929,263.2327420369179,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,156.89,1980.0,2619.0,42.0,158.13,1980.0,2619.0,20260810,2026-08-10T09:07:15.112720+00:00
descending_flashmla_bf16_l2-cold_shared_dispersed_n64_h2048,ok,,descending,flashmla_bf16,l2-cold,shared_dispersed,shared,64,2048,2048,10,30,0.06918399780988693,0.06892800331115723,0.07001599669456482,0.06937386592229207,0.0008208042709633135,263.8415180654885,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,42.0,158.13,1980.0,2619.0,42.0,158.13,1980.0,2619.0,20260810,2026-08-10T09:07:15.154989+00:00
descending_sglang_q8kv8_l2-cold_independent_dispersed_n64_h2048,ok,,descending,sglang_q8kv8,l2-cold,independent_dispersed,shared,64,2048,2048,10,30,0.06537599861621857,0.06451199948787689,0.06831999868154526,0.06553919985890388,0.001151714024095222,279.2096701291783,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,156.78,1980.0,2619.0,41.0,156.78,1980.0,2619.0,20260810,2026-08-10T09:07:15.341943+00:00
descending_sglang_q8kv8_steady_independent_contiguous_n64_h2048,ok,,descending,sglang_q8kv8,steady,independent_contiguous,shared,64,2048,2048,10,30,0.062463998794555664,0.061983998864889145,0.06441599875688553,0.06260266651709874,0.0005869381470546499,292.22610400010086,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,156.78,1980.0,2619.0,41.0,156.78,1980.0,2619.0,20260810,2026-08-10T09:07:15.381607+00:00
descending_sglang_q8kv8_l2-cold_independent_contiguous_n64_h2048,ok,,descending,sglang_q8kv8,l2-cold,independent_contiguous,shared,64,2048,2048,10,30,0.06524799764156342,0.06467200070619583,0.06703999638557434,0.06551039988795916,0.000990773649438623,279.7574127603929,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,153.64,1980.0,2619.0,41.0,153.64,1980.0,2619.0,20260810,2026-08-10T09:07:15.460872+00:00
descending_sglang_q8kv8_steady_shared_dispersed_n64_h2048,ok,,descending,sglang_q8kv8,steady,shared_dispersed,shared,64,2048,2048,10,30,0.06304000318050385,0.06259199976921082,0.06950400024652481,0.06416106720765431,0.002551284510338574,289.5559975740171,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,153.64,1980.0,2619.0,41.0,152.35,1980.0,2619.0,20260810,2026-08-10T09:07:15.519916+00:00
descending_sglang_q8kv8_steady_shared_contiguous_n64_h2048,ok,,descending,sglang_q8kv8,steady,shared_contiguous,shared,64,2048,2048,10,30,0.0629120022058487,0.06252799928188324,0.0658240020275116,0.06312106748421988,0.0008068289984188395,290.1451291960794,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,152.35,1980.0,2619.0,41.0,152.35,1980.0,2619.0,20260810,2026-08-10T09:07:15.556251+00:00
descending_sglang_q8kv8_steady_independent_dispersed_n64_h2048,ok,,descending,sglang_q8kv8,steady,independent_dispersed,shared,64,2048,2048,10,30,0.062431998550891876,0.06204799935221672,0.06374400109052658,0.06260693371295929,0.0006308534653209192,292.3758878729542,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,152.29,1980.0,2619.0,41.0,152.29,1980.0,2619.0,20260810,2026-08-10T09:07:15.652410+00:00
descending_sglang_q8kv8_l2-cold_shared_contiguous_n64_h2048,ok,,descending,sglang_q8kv8,l2-cold,shared_contiguous,shared,64,2048,2048,10,30,0.06508799642324448,0.06470400094985962,0.06649599969387054,0.06537813370426496,0.001017510130322447,280.44512062259764,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,152.29,1980.0,2619.0,41.0,152.29,1980.0,2619.0,20260810,2026-08-10T09:07:15.686805+00:00
descending_sglang_q8kv8_l2-cold_shared_dispersed_n64_h2048,ok,,descending,sglang_q8kv8,l2-cold,shared_dispersed,shared,64,2048,2048,10,30,0.06508799642324448,0.06454399973154068,0.06784000247716904,0.06540160005291303,0.0010947057134290143,280.44512062259764,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,152.29,1980.0,2619.0,41.0,153.04,1980.0,2619.0,20260810,2026-08-10T09:07:15.734346+00:00
descending_sglang_q8kv8_l2-cold_isolated_dispersed_n64_h2048,ok,,descending,sglang_q8kv8,l2-cold,isolated_dispersed,isolated,64,2048,2048,10,30,0.07257600128650665,0.07206399738788605,0.07414399832487106,0.07285013323028883,0.0008726362330526797,251.51028831060322,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351572480,41.0,153.34,1980.0,2619.0,41.0,153.34,1980.0,2619.0,20260810,2026-08-10T09:07:15.841479+00:00
descending_sglang_q8kv8_steady_isolated_dispersed_n64_h2048,ok,,descending,sglang_q8kv8,steady,isolated_dispersed,isolated,64,2048,2048,10,30,0.0737600028514862,0.07295999675989151,0.07468800246715546,0.07375466749072075,0.0005095331700752097,247.47302470626468,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351572480,41.0,153.34,1980.0,2619.0,41.0,153.34,1980.0,2619.0,20260810,2026-08-10T09:07:15.880487+00:00
descending_sglang_q8kv8_steady_isolated_contiguous_n64_h2048,ok,,descending,sglang_q8kv8,steady,isolated_contiguous,isolated,64,2048,2048,10,30,0.07363200187683105,0.07315199822187424,0.07468800246715546,0.07382720038294792,0.0008752002795710012,247.90322879627774,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351572480,41.0,153.59,1980.0,2619.0,41.0,153.59,1980.0,2619.0,20260810,2026-08-10T09:07:15.956456+00:00
descending_sglang_q8kv8_l2-cold_isolated_contiguous_n64_h2048,ok,,descending,sglang_q8kv8,l2-cold,isolated_contiguous,isolated,64,2048,2048,10,30,0.07286400347948074,0.07155200093984604,0.07539200037717819,0.07311359991629919,0.0012184783297579408,250.51616897691335,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351572480,41.0,154.23,1980.0,2619.0,41.0,154.23,1980.0,2619.0,20260810,2026-08-10T09:07:16.041524+00:00
descending_flashmla_fp8_decode_steady_native_independent_dispersed_n64_h2048,ok,,descending,flashmla_fp8_decode,steady,native_independent_dispersed,isolated,64,2048,2048,10,30,0.09030400216579437,0.08979199826717377,0.09328000247478485,0.09072640041510265,0.0013817286587694906,202.13512768223865,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,735584256,41.0,154.23,1980.0,2619.0,41.0,154.56,1980.0,2619.0,20260810,2026-08-10T09:07:16.100858+00:00
descending_flashmla_fp8_decode_l2-cold_native_independent_dispersed_n64_h2048,ok,,descending,flashmla_fp8_decode,l2-cold,native_independent_dispersed,isolated,64,2048,2048,10,30,0.08528000116348267,0.08409599959850311,0.08617600053548813,0.08528106634815534,0.0008672526056880666,214.0432781304451,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,735584256,41.0,154.56,1980.0,2619.0,42.0,155.21,1980.0,2619.0,20260810,2026-08-10T09:07:16.186496+00:00
