case_id,status,skip_reason,pass_order,backend,cache_state,pattern,segment_mode,N,H,topk,warmup,repeat,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_mean,latency_ms_std,tflops,pairs,flops,unique_kv,reuse_factor,adjacent_overlap,selected_kv_working_set_bytes,selected_kv_working_set_vs_l2,kv_token_bytes,peak_mem_alloc_bytes,temp_c_before,power_w_before,sm_clock_mhz_before,mem_clock_mhz_before,temp_c_after,power_w_after,sm_clock_mhz_after,mem_clock_mhz_after,seed,timestamp
ascending_flashmla_bf16_steady_isolated_dispersed_n64_h2048,ok,,ascending,flashmla_bf16,steady,isolated_dispersed,isolated,64,2048,2048,10,30,0.081216000020504,0.07983999699354172,0.08300799876451492,0.08136746659874916,0.001049903106782255,224.7538785878601,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425152,39.0,91.69,1980.0,2619.0,39.0,97.52,1980.0,2619.0,20260810,2026-08-10T09:06:54.351829+00:00
ascending_flashmla_bf16_l2-cold_isolated_dispersed_n64_h2048,ok,,ascending,flashmla_bf16,l2-cold,isolated_dispersed,isolated,64,2048,2048,10,30,0.08006399869918823,0.07894399762153625,0.08611200004816055,0.08128853340943655,0.005661619089296871,227.98775110622938,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425664,39.0,97.52,1980.0,2619.0,40.0,104.53,1980.0,2619.0,20260810,2026-08-10T09:06:54.434254+00:00
ascending_flashmla_bf16_steady_isolated_contiguous_n64_h2048,ok,,ascending,flashmla_bf16,steady,isolated_contiguous,isolated,64,2048,2048,10,30,0.08064000308513641,0.07923199981451035,0.08198399841785431,0.08065279970566432,0.0008376670248733454,226.35925483197943,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425664,40.0,104.53,1980.0,2619.0,40.0,110.82,1980.0,2619.0,20260810,2026-08-10T09:06:54.529182+00:00
ascending_flashmla_bf16_l2-cold_isolated_contiguous_n64_h2048,ok,,ascending,flashmla_bf16,l2-cold,isolated_contiguous,isolated,64,2048,2048,10,30,0.0796160027384758,0.07817599922418594,0.08207999914884567,0.07976213321089745,0.0011524053986646764,229.27062876994486,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,429425664,40.0,110.82,1980.0,2619.0,40.0,110.82,1980.0,2619.0,20260810,2026-08-10T09:06:54.589173+00:00
ascending_sglang_q8kv8_steady_shared_dispersed_n256_h2048,ok,,ascending,sglang_q8kv8,steady,shared_dispersed,shared,256,2048,2048,10,30,0.11654400080442429,0.11587200313806534,0.1199679970741272,0.11687893296281497,0.001249987679658339,626.496804022779,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304350208,40.0,134.54,1980.0,2619.0,40.0,134.54,1980.0,2619.0,20260810,2026-08-10T09:06:54.985461+00:00
ascending_sglang_q8kv8_l2-cold_shared_contiguous_n256_h2048,ok,,ascending,sglang_q8kv8,l2-cold,shared_contiguous,shared,256,2048,2048,10,30,0.11974400281906128,0.11923199892044067,0.12198399752378464,0.12005973334113756,0.0009091874659718325,609.7544955326756,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,40.0,134.54,1980.0,2619.0,40.0,134.54,1980.0,2619.0,20260810,2026-08-10T09:06:55.030167+00:00
ascending_sglang_q8kv8_l2-cold_independent_contiguous_n256_h2048,ok,,ascending,sglang_q8kv8,l2-cold,independent_contiguous,shared,256,2048,2048,10,30,0.12057600170373917,0.11952000111341476,0.12272000312805176,0.12082773347695669,0.0010596056292282705,605.5470657535973,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,40.0,142.45,1980.0,2619.0,40.0,142.45,1980.0,2619.0,20260810,2026-08-10T09:06:55.073459+00:00
ascending_sglang_q8kv8_steady_shared_contiguous_n256_h2048,ok,,ascending,sglang_q8kv8,steady,shared_contiguous,shared,256,2048,2048,10,30,0.11644800007343292,0.1159679964184761,0.11715199798345566,0.11658133293191592,0.0005659015426874775,627.0132933666235,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,40.0,142.45,1980.0,2619.0,40.0,142.45,1980.0,2619.0,20260810,2026-08-10T09:06:55.131450+00:00
ascending_sglang_q8kv8_steady_independent_dispersed_n256_h2048,ok,,ascending,sglang_q8kv8,steady,independent_dispersed,shared,256,2048,2048,10,30,0.11564800143241882,0.11510399729013443,0.11657600104808807,0.11575573359926541,0.0005412629584053771,631.3506772935235,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,152.53,1980.0,2619.0,41.0,152.53,1980.0,2619.0,20260810,2026-08-10T09:06:55.189574+00:00
ascending_sglang_q8kv8_l2-cold_independent_dispersed_n256_h2048,ok,,ascending,sglang_q8kv8,l2-cold,independent_dispersed,shared,256,2048,2048,10,30,0.12035199999809265,0.11907199770212173,0.12198399752378464,0.12048853288094202,0.0009396212863430202,606.674122849285,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,152.53,1980.0,2619.0,41.0,156.75,1980.0,2619.0,20260810,2026-08-10T09:06:55.253622+00:00
ascending_sglang_q8kv8_steady_independent_contiguous_n256_h2048,ok,,ascending,sglang_q8kv8,steady,independent_contiguous,shared,256,2048,2048,10,30,0.1157120019197464,0.115167997777462,0.11721599847078323,0.11588053355614344,0.0005785389177949041,631.0014762568894,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,156.75,1980.0,2619.0,41.0,158.28,1980.0,2619.0,20260810,2026-08-10T09:06:55.316156+00:00
ascending_sglang_q8kv8_l2-cold_shared_dispersed_n256_h2048,ok,,ascending,sglang_q8kv8,l2-cold,shared_dispersed,shared,256,2048,2048,10,30,0.11993599683046341,0.11919999867677689,0.12156800180673599,0.12011733328302701,0.0010295629076228709,608.778398158563,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,304353792,41.0,158.28,1980.0,2619.0,41.0,158.28,1980.0,2619.0,20260810,2026-08-10T09:06:55.417352+00:00
ascending_flashmla_bf16_steady_independent_dispersed_n64_h2048,ok,,ascending,flashmla_bf16,steady,independent_dispersed,shared,64,2048,2048,10,30,0.06918399780988693,0.06889600306749344,0.0703359991312027,0.06935573294758797,0.0007770346526608996,263.8415180654885,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838080,41.0,157.01,1980.0,2619.0,41.0,157.01,1980.0,2619.0,20260810,2026-08-10T09:06:55.598731+00:00
ascending_flashmla_bf16_steady_shared_dispersed_n64_h2048,ok,,ascending,flashmla_bf16,steady,shared_dispersed,shared,64,2048,2048,10,30,0.06876800209283829,0.06844799965620041,0.06931199878454208,0.06888853386044502,0.0004114358117580252,265.43756474642424,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838080,41.0,157.01,1980.0,2619.0,41.0,157.01,1980.0,2619.0,20260810,2026-08-10T09:06:55.634879+00:00
ascending_flashmla_bf16_steady_independent_contiguous_n64_h2048,ok,,ascending,flashmla_bf16,steady,independent_contiguous,shared,64,2048,2048,10,30,0.06934399902820587,0.06886400282382965,0.06969600170850754,0.0693695992231369,0.0005558181915274668,263.2327420369179,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838080,41.0,156.0,1980.0,2619.0,41.0,156.0,1980.0,2619.0,20260810,2026-08-10T09:06:55.688445+00:00
ascending_flashmla_bf16_steady_shared_contiguous_n64_h2048,ok,,ascending,flashmla_bf16,steady,shared_contiguous,shared,64,2048,2048,10,30,0.0687360018491745,0.06844799965620041,0.0692799985408783,0.06881600096821786,0.00045815100898890246,265.561139969319,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838080,41.0,156.0,1980.0,2619.0,41.0,156.0,1980.0,2619.0,20260810,2026-08-10T09:06:55.725012+00:00
ascending_flashmla_bf16_l2-cold_independent_contiguous_n64_h2048,ok,,ascending,flashmla_bf16,l2-cold,independent_contiguous,shared,64,2048,2048,10,30,0.07062400132417679,0.07004799693822861,0.07161600142717361,0.07085439984997113,0.0010300284490560251,258.4618637538344,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,156.54,1980.0,2619.0,41.0,156.54,1980.0,2619.0,20260810,2026-08-10T09:06:55.781206+00:00
ascending_flashmla_bf16_l2-cold_independent_dispersed_n64_h2048,ok,,ascending,flashmla_bf16,l2-cold,independent_dispersed,shared,64,2048,2048,10,30,0.07068800181150436,0.07036799937486649,0.07295999675989151,0.07093013425668081,0.0008843686666773568,258.22785395285075,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,156.54,1980.0,2619.0,41.0,156.54,1980.0,2619.0,20260810,2026-08-10T09:06:55.836738+00:00
ascending_flashmla_bf16_l2-cold_shared_contiguous_n64_h2048,ok,,ascending,flashmla_bf16,l2-cold,shared_contiguous,shared,64,2048,2048,10,30,0.07017599791288376,0.06960000097751617,0.07280000299215317,0.0704618660112222,0.0010871509873945277,260.1118837050236,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,158.12,1980.0,2619.0,41.0,158.12,1980.0,2619.0,20260810,2026-08-10T09:06:55.891921+00:00
ascending_flashmla_bf16_l2-cold_shared_dispersed_n64_h2048,ok,,ascending,flashmla_bf16,l2-cold,shared_dispersed,shared,64,2048,2048,10,30,0.0703359991312027,0.06998399645090103,0.07168000191450119,0.07053653274973233,0.0007215725575527791,259.52017790989584,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,281838592,41.0,158.12,1980.0,2619.0,41.0,160.73,1980.0,2619.0,20260810,2026-08-10T09:06:55.956324+00:00
ascending_sglang_q8kv8_steady_independent_dispersed_n64_h2048,ok,,ascending,sglang_q8kv8,steady,independent_dispersed,shared,64,2048,2048,10,30,0.0629120022058487,0.062431998550891876,0.06400000303983688,0.06304426702360312,0.0007519084601653913,290.1451291960794,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278299648,41.0,157.63,1980.0,2619.0,41.0,154.16,1980.0,2619.0,20260810,2026-08-10T09:06:56.142556+00:00
ascending_sglang_q8kv8_steady_shared_dispersed_n64_h2048,ok,,ascending,sglang_q8kv8,steady,shared_dispersed,shared,64,2048,2048,10,30,0.06339199841022491,0.06281600147485733,0.06508799642324448,0.06365119988719622,0.0007384697535359431,287.9481869285218,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278299648,41.0,154.16,1980.0,2619.0,41.0,153.06,1980.0,2619.0,20260810,2026-08-10T09:06:56.251253+00:00
ascending_sglang_q8kv8_steady_independent_contiguous_n64_h2048,ok,,ascending,sglang_q8kv8,steady,independent_contiguous,shared,64,2048,2048,10,30,0.0628800019621849,0.062272001057863235,0.06675200164318085,0.06324053381880125,0.001212343991885118,290.29278687009975,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278299648,41.0,153.06,1980.0,2619.0,41.0,153.06,1980.0,2619.0,20260810,2026-08-10T09:06:56.304026+00:00
ascending_sglang_q8kv8_steady_shared_contiguous_n64_h2048,ok,,ascending,sglang_q8kv8,steady,shared_contiguous,shared,64,2048,2048,10,30,0.06364800035953522,0.06281600147485733,0.06675200164318085,0.06401386708021164,0.0020622118083930643,286.7900154739959,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278299648,41.0,153.06,1980.0,2619.0,41.0,150.0,1980.0,2619.0,20260810,2026-08-10T09:06:56.340607+00:00
ascending_sglang_q8kv8_l2-cold_independent_contiguous_n64_h2048,ok,,ascending,sglang_q8kv8,l2-cold,independent_contiguous,shared,64,2048,2048,10,30,0.0658240020275116,0.06483200192451477,0.07043199986219406,0.06613226706782976,0.001410700014167695,277.3093468302152,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,150.0,1980.0,2619.0,41.0,150.0,1980.0,2619.0,20260810,2026-08-10T09:06:56.432430+00:00
ascending_sglang_q8kv8_l2-cold_independent_dispersed_n64_h2048,ok,,ascending,sglang_q8kv8,l2-cold,independent_dispersed,shared,64,2048,2048,10,30,0.06598400324583054,0.0650240033864975,0.0689919963479042,0.0663221334417661,0.0014836100131768342,276.63691364699713,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,150.0,1980.0,2619.0,41.0,149.95,1980.0,2619.0,20260810,2026-08-10T09:06:56.472525+00:00
ascending_sglang_q8kv8_l2-cold_shared_contiguous_n64_h2048,ok,,ascending,sglang_q8kv8,l2-cold,shared_contiguous,shared,64,2048,2048,10,30,0.06592000275850296,0.06521599739789963,0.06787200272083282,0.06635520060857138,0.0012418749340342497,276.9054952086677,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,149.95,1980.0,2619.0,41.0,151.16,1980.0,2619.0,20260810,2026-08-10T09:06:56.573786+00:00
ascending_sglang_q8kv8_l2-cold_shared_dispersed_n64_h2048,ok,,ascending,sglang_q8kv8,l2-cold,shared_dispersed,shared,64,2048,2048,10,30,0.06576000154018402,0.06470400094985962,0.06972800195217133,0.06614506592353185,0.0012638575883525674,277.5792363211207,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,278303232,41.0,151.16,1980.0,2619.0,41.0,152.42,1980.0,2619.0,20260810,2026-08-10T09:06:56.658473+00:00
ascending_sglang_q8kv8_steady_isolated_dispersed_n64_h2048,ok,,ascending,sglang_q8kv8,steady,isolated_dispersed,isolated,64,2048,2048,10,30,0.0740479975938797,0.07331199944019318,0.07763200253248215,0.07442240044474602,0.0015535921748275818,246.51052832127792,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351568896,41.0,152.42,1980.0,2619.0,41.0,152.42,1980.0,2619.0,20260810,2026-08-10T09:06:56.753505+00:00
ascending_sglang_q8kv8_l2-cold_isolated_dispersed_n64_h2048,ok,,ascending,sglang_q8kv8,l2-cold,isolated_dispersed,isolated,64,2048,2048,10,30,0.0729919970035553,0.07206399738788605,0.07823999971151352,0.07367146660884222,0.0016471491873710177,250.07688181364463,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351572480,41.0,152.86,1980.0,2619.0,41.0,152.86,1980.0,2619.0,20260810,2026-08-10T09:06:56.789773+00:00
ascending_sglang_q8kv8_steady_isolated_contiguous_n64_h2048,ok,,ascending,sglang_q8kv8,steady,isolated_contiguous,isolated,64,2048,2048,10,30,0.07414399832487106,0.07334399968385696,0.07526399940252304,0.07422400017579396,0.00069775399722059,246.19134954146327,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351572480,41.0,152.86,1980.0,2619.0,41.0,152.86,1980.0,2619.0,20260810,2026-08-10T09:06:56.829173+00:00
ascending_sglang_q8kv8_l2-cold_isolated_contiguous_n64_h2048,ok,,ascending,sglang_q8kv8,l2-cold,isolated_contiguous,isolated,64,2048,2048,10,30,0.07622399926185608,0.07417599856853485,0.1056319996714592,0.07943680062890053,0.008818953166268946,239.47327855748512,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,351572480,41.0,153.04,1980.0,2619.0,41.0,153.04,1980.0,2619.0,20260810,2026-08-10T09:06:56.924141+00:00
ascending_flashmla_fp8_decode_steady_native_independent_dispersed_n64_h2048,ok,,ascending,flashmla_fp8_decode,steady,native_independent_dispersed,isolated,64,2048,2048,10,30,0.09136000275611877,0.09087999910116196,0.09372799843549728,0.091590399791797,0.0008032527529946712,199.79871341211705,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,735584256,41.0,152.26,1980.0,2619.0,41.0,151.24,1980.0,2619.0,20260810,2026-08-10T09:06:57.016488+00:00
ascending_flashmla_fp8_decode_l2-cold_native_independent_dispersed_n64_h2048,ok,,ascending,flashmla_fp8_decode,l2-cold,native_independent_dispersed,isolated,64,2048,2048,10,30,0.08569599688053131,0.08470399677753448,0.08841600269079208,0.08590506662925085,0.001095651333164999,213.00424375070094,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,735584256,41.0,152.8,1980.0,2619.0,41.0,152.8,1980.0,2619.0,20260810,2026-08-10T09:06:57.285875+00:00
ascending_flashmla_bf16_steady_independent_dispersed_n64_h32768,ok,,ascending,flashmla_bf16,steady,independent_dispersed,shared,64,32768,2048,10,30,0.07337599992752075,0.07286400347948074,0.07443200051784515,0.07355200052261353,0.000727827861500757,248.76813980089574,131072,18253611008,32768,4.0,0.0,37748736,0.72,1152,317227520,41.0,154.28,1980.0,2619.0,41.0,154.28,1980.0,2619.0,20260810,2026-08-10T09:06:57.541132+00:00
ascending_flashmla_bf16_l2-cold_shared_contiguous_n64_h32768,ok,,ascending,flashmla_bf16,l2-cold,shared_contiguous,shared,64,32768,2048,10,30,0.06988800317049026,0.06947200000286102,0.07337599992752075,0.07014400015274684,0.0010284229691917995,261.18375371908553,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,317228032,41.0,153.04,1980.0,2619.0,41.0,153.04,1980.0,2619.0,20260810,2026-08-10T09:06:57.594072+00:00
ascending_flashmla_bf16_l2-cold_shared_dispersed_n64_h32768,ok,,ascending,flashmla_bf16,l2-cold,shared_dispersed,shared,64,32768,2048,10,30,0.06992000341415405,0.0695360004901886,0.07222399860620499,0.07020053366820017,0.0008061488080532964,261.06421791599746,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,317228032,41.0,153.04,1980.0,2619.0,41.0,152.85,1980.0,2619.0,20260810,2026-08-10T09:06:57.672407+00:00
ascending_flashmla_bf16_l2-cold_independent_dispersed_n64_h32768,ok,,ascending,flashmla_bf16,l2-cold,independent_dispersed,shared,64,32768,2048,10,30,0.07427199929952621,0.07318399846553802,0.0772479996085167,0.0743946669002374,0.0014202405218175067,245.76706134415906,131072,18253611008,32768,4.0,0.0,37748736,0.72,1152,317228032,41.0,152.85,1980.0,2619.0,41.0,152.85,1980.0,2619.0,20260810,2026-08-10T09:06:57.711477+00:00
ascending_flashmla_bf16_steady_shared_contiguous_n64_h32768,ok,,ascending,flashmla_bf16,steady,shared_contiguous,shared,64,32768,2048,10,30,0.06876800209283829,0.06838399916887283,0.07078400254249573,0.06896853446960449,0.0008560192398284847,265.43756474642424,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,317228032,41.0,152.85,1980.0,2619.0,41.0,155.09,1980.0,2619.0,20260810,2026-08-10T09:06:57.777731+00:00
ascending_flashmla_bf16_l2-cold_independent_contiguous_n64_h32768,ok,,ascending,flashmla_bf16,l2-cold,independent_contiguous,shared,64,32768,2048,10,30,0.0756480023264885,0.07436800003051758,0.07625599950551987,0.07561706627408664,0.0010114045885659339,241.29666939808158,131072,18253611008,32768,4.0,0.75,37748736,0.72,1152,317228032,41.0,155.09,1980.0,2619.0,41.0,154.23,1980.0,2619.0,20260810,2026-08-10T09:06:57.856904+00:00
ascending_flashmla_bf16_steady_shared_dispersed_n64_h32768,ok,,ascending,flashmla_bf16,steady,shared_dispersed,shared,64,32768,2048,10,30,0.06883200258016586,0.06851200014352798,0.07027199864387512,0.0690357339878877,0.0006099324377368867,265.19075900400765,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,317228032,41.0,154.23,1980.0,2619.0,41.0,154.03,1980.0,2619.0,20260810,2026-08-10T09:06:57.962962+00:00
ascending_flashmla_bf16_steady_independent_contiguous_n64_h32768,ok,,ascending,flashmla_bf16,steady,independent_contiguous,shared,64,32768,2048,10,30,0.07443200051784515,0.07356800138950348,0.07548800110816956,0.07451520040631295,0.000816453725031887,245.23875323791248,131072,18253611008,32768,4.0,0.75,37748736,0.72,1152,317228032,41.0,154.03,1980.0,2619.0,41.0,154.03,1980.0,2619.0,20260810,2026-08-10T09:06:57.996808+00:00
ascending_flashmla_bf16_l2-cold_isolated_dispersed_n64_h32768,ok,,ascending,flashmla_bf16,l2-cold,isolated_dispersed,isolated,64,32768,2048,10,30,0.08284799754619598,0.08118399977684021,0.08483199775218964,0.08296213323871295,0.0011385493899624625,220.32652023752053,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,2694349824,41.0,155.41,1980.0,2619.0,41.0,155.95,1980.0,2619.0,20260810,2026-08-10T09:06:58.141512+00:00
ascending_flashmla_bf16_steady_isolated_contiguous_n64_h32768,ok,,ascending,flashmla_bf16,steady,isolated_contiguous,isolated,64,32768,2048,10,30,0.07971200346946716,0.07913599908351898,0.08179199695587158,0.08002346754074097,0.0008098353341654676,228.99450789731878,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,2694349824,41.0,155.95,1980.0,2619.0,41.0,155.95,1980.0,2619.0,20260810,2026-08-10T09:06:58.220075+00:00
ascending_flashmla_bf16_l2-cold_isolated_contiguous_n64_h32768,ok,,ascending,flashmla_bf16,l2-cold,isolated_contiguous,isolated,64,32768,2048,10,30,0.07923199981451035,0.07791999727487564,0.08160000294446945,0.07947199990351995,0.001106100171126077,230.38180344726172,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,2694349824,41.0,154.98,1980.0,2619.0,41.0,154.98,1980.0,2619.0,20260810,2026-08-10T09:06:58.300226+00:00
ascending_flashmla_bf16_steady_isolated_dispersed_n64_h32768,ok,,ascending,flashmla_bf16,steady,isolated_dispersed,isolated,64,32768,2048,10,30,0.08345600217580795,0.08211199939250946,0.08505599945783615,0.08349866668383281,0.000972552158858398,218.72136853077438,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,2694349824,41.0,154.98,1980.0,2619.0,41.0,152.66,1980.0,2619.0,20260810,2026-08-10T09:06:58.380431+00:00
ascending_sglang_q8kv8_steady_independent_dispersed_n64_h32768,ok,,ascending,sglang_q8kv8,steady,independent_dispersed,shared,64,32768,2048,10,30,0.06351999938488007,0.06284800171852112,0.06678400188684464,0.06383999983469645,0.0010246001799131025,287.36793426898214,131072,18253611008,32768,4.0,0.0,18874368,0.36,576,295994368,41.0,153.05,1980.0,2619.0,41.0,153.05,1980.0,2619.0,20260810,2026-08-10T09:06:58.644250+00:00
ascending_sglang_q8kv8_l2-cold_shared_contiguous_n64_h32768,ok,,ascending,sglang_q8kv8,l2-cold,shared_contiguous,shared,64,32768,2048,10,30,0.06563200056552887,0.06511999666690826,0.07062400132417679,0.06626666610439619,0.002058773679821548,278.12059438558595,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,295997952,41.0,151.47,1980.0,2619.0,41.0,151.47,1980.0,2619.0,20260810,2026-08-10T09:06:58.736350+00:00
ascending_sglang_q8kv8_l2-cold_shared_dispersed_n64_h32768,ok,,ascending,sglang_q8kv8,l2-cold,shared_dispersed,shared,64,32768,2048,10,30,0.06569600105285645,0.06489600241184235,0.06726399809122086,0.06603946636120478,0.001061349508031827,277.8496516601346,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,295997952,41.0,149.3,1980.0,2619.0,41.0,149.3,1980.0,2619.0,20260810,2026-08-10T09:06:58.800203+00:00
ascending_sglang_q8kv8_l2-cold_independent_dispersed_n64_h32768,ok,,ascending,sglang_q8kv8,l2-cold,independent_dispersed,shared,64,32768,2048,10,30,0.06800000369548798,0.06729599833488464,0.08153600245714188,0.07005546689033508,0.004213511438198533,268.43544141176545,131072,18253611008,32768,4.0,0.0,18874368,0.36,576,295997952,41.0,149.3,1980.0,2619.0,41.0,149.13,1980.0,2619.0,20260810,2026-08-10T09:06:58.866122+00:00
ascending_sglang_q8kv8_steady_shared_contiguous_n64_h32768,ok,,ascending,sglang_q8kv8,steady,shared_contiguous,shared,64,32768,2048,10,30,0.06326399743556976,0.06294400244951248,0.06480000168085098,0.06354666675130526,0.0009323327452048516,288.53078761882074,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,295997952,41.0,149.13,1980.0,2619.0,41.0,149.13,1980.0,2619.0,20260810,2026-08-10T09:06:58.926221+00:00
ascending_sglang_q8kv8_l2-cold_independent_contiguous_n64_h32768,ok,,ascending,sglang_q8kv8,l2-cold,independent_contiguous,shared,64,32768,2048,10,30,0.06755200028419495,0.06684800237417221,0.07199999690055847,0.06857173318664232,0.004259548982954693,270.21569947900974,131072,18253611008,32768,4.0,0.75,18874368,0.36,576,295997952,41.0,149.13,1980.0,2619.0,41.0,149.97,1980.0,2619.0,20260810,2026-08-10T09:06:58.966618+00:00
ascending_sglang_q8kv8_steady_shared_dispersed_n64_h32768,ok,,ascending,sglang_q8kv8,steady,shared_dispersed,shared,64,32768,2048,10,30,0.0631679967045784,0.06268800050020218,0.06457599997520447,0.06332906732956568,0.0006289435530384444,288.9692876183453,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,295997952,41.0,149.97,1980.0,2619.0,41.0,149.97,1980.0,2619.0,20260810,2026-08-10T09:06:59.007128+00:00
ascending_sglang_q8kv8_steady_independent_contiguous_n64_h32768,ok,,ascending,sglang_q8kv8,steady,independent_contiguous,shared,64,32768,2048,10,30,0.06361600011587143,0.06300800293684006,0.06543999910354614,0.06382186685999235,0.0008950732443114657,286.93427714336826,131072,18253611008,32768,4.0,0.75,18874368,0.36,576,295997952,41.0,149.97,1980.0,2619.0,41.0,149.97,1980.0,2619.0,20260810,2026-08-10T09:06:59.041686+00:00
ascending_sglang_q8kv8_steady_shared_dispersed_n256_h32768,ok,,ascending,sglang_q8kv8,steady,shared_dispersed,shared,256,32768,2048,10,30,0.11689600348472595,0.11648000031709671,0.11849600076675415,0.11731626788775126,0.0009410657664098533,624.6102677200622,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,322044928,41.0,147.02,1980.0,2619.0,41.0,147.12,1980.0,2619.0,20260810,2026-08-10T09:06:59.423816+00:00
ascending_sglang_q8kv8_l2-cold_independent_contiguous_n256_h32768,ok,,ascending,sglang_q8kv8,l2-cold,independent_contiguous,shared,256,32768,2048,10,30,0.12639999389648438,0.12467200309038162,0.12812800705432892,0.12646719987193744,0.0011092922308938839,577.6459458676508,524288,73014444032,32768,16.0,0.9375,18874368,0.36,576,322048512,41.0,147.12,1980.0,2619.0,41.0,147.12,1980.0,2619.0,20260810,2026-08-10T09:06:59.530263+00:00
ascending_sglang_q8kv8_l2-cold_shared_dispersed_n256_h32768,ok,,ascending,sglang_q8kv8,l2-cold,shared_dispersed,shared,256,32768,2048,10,30,0.12015999853610992,0.11935999989509583,0.12172800302505493,0.12032319953044256,0.0008712524086878938,607.6435163242619,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,322048512,41.0,147.12,1980.0,2619.0,41.0,149.93,1980.0,2619.0,20260810,2026-08-10T09:06:59.578460+00:00
ascending_sglang_q8kv8_l2-cold_shared_contiguous_n256_h32768,ok,,ascending,sglang_q8kv8,l2-cold,shared_contiguous,shared,256,32768,2048,10,30,0.12035199999809265,0.11926399916410446,0.12211199849843979,0.12049919987718265,0.0010890221941135842,606.674122849285,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,322048512,41.0,149.93,1980.0,2619.0,41.0,152.14,1980.0,2619.0,20260810,2026-08-10T09:06:59.641738+00:00
ascending_sglang_q8kv8_steady_shared_contiguous_n256_h32768,ok,,ascending,sglang_q8kv8,steady,shared_contiguous,shared,256,32768,2048,10,30,0.11695999652147293,0.1162559986114502,0.11878400295972824,0.11721493378281593,0.0008893649829366111,624.2685208920567,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,322048512,41.0,152.14,1980.0,2619.0,41.0,151.94,1980.0,2619.0,20260810,2026-08-10T09:06:59.768950+00:00
ascending_sglang_q8kv8_steady_independent_contiguous_n256_h32768,ok,,ascending,sglang_q8kv8,steady,independent_contiguous,shared,256,32768,2048,10,30,0.12969599664211273,0.12822400033473969,0.16979199647903442,0.14409813284873962,0.05437105727032379,562.9660584935276,524288,73014444032,32768,16.0,0.9375,18874368,0.36,576,322048512,41.0,151.94,1980.0,2619.0,41.0,151.94,1980.0,2619.0,20260810,2026-08-10T09:06:59.848709+00:00
