H,N,adjacent_overlap,backend,cache_state,case_id,flops,kv_token_bytes,latency_ms,latency_ms_mean,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_std,mem_clock_mhz_after,mem_clock_mhz_before,pairs,pass_count,pass_order,pass_spread_pct,pattern,peak_mem_alloc_bytes,power_w_after,power_w_before,repeat,reuse_factor,seed,segment_mode,selected_kv_working_set_bytes,selected_kv_working_set_vs_l2,skip_reason,sm_clock_mhz_after,sm_clock_mhz_before,status,temp_c_after,temp_c_before,tflops,timestamp,topk,unique_kv,warmup
524288,64,0.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_isolated_contiguous_n64_h524288,18253611008,576,0.07315199822187424,0.0734197328488032,0.07318399846553802,0.07264000177383423,0.07507199794054031,0.0008788635880657636,2619.0,2619.0,131072,2,descending,0.08752802119420533,isolated_contiguous,19603427840,155.72,155.75,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,42.0,43.0,249.52995057868,2026-08-10T09:07:06.459959+00:00,2048,131072,10
2048,64,0.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_isolated_dispersed_n64_h2048,18253611008,576,0.07278399914503098,0.07285013323028883,0.07257600128650665,0.07206399738788605,0.07414399832487106,0.0008726362330526797,2619.0,2619.0,131072,2,descending,0.5731863283655159,isolated_dispersed,351572480,153.34,153.34,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,41.0,41.0,250.79358506212392,2026-08-10T09:07:15.841479+00:00,2048,131072,10
32768,64,0.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_isolated_dispersed_n64_h32768,18253611008,576,0.07656000182032585,0.07677333354949951,0.07648000121116638,0.07529599964618683,0.07894399762153625,0.0011291078017272164,2619.0,2619.0,131072,2,descending,0.20920661059766754,isolated_dispersed,1484034560,160.88,158.78,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,42.0,41.0,238.42255100739396,2026-08-10T09:07:12.992477+00:00,2048,131072,10
524288,64,0.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_isolated_dispersed_n64_h524288,18253611008,576,0.07739200070500374,0.07748053347071011,0.07734400033950806,0.07593599706888199,0.07894399762153625,0.0012332790717863285,2619.0,2619.0,131072,2,descending,0.12412175549487703,isolated_dispersed,19603427840,168.46,168.46,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,43.0,43.0,235.85923433270915,2026-08-10T09:07:06.377455+00:00,2048,131072,10
2048,64,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_contiguous_n64_h2048,18253611008,576,0.06550399959087372,0.06537813370426496,0.06508799642324448,0.06470400094985962,0.06649599969387054,0.001017510130322447,2619.0,2619.0,131072,2,descending,1.278279223481138,shared_contiguous,278303232,152.29,152.29,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,278.67530791563263,2026-08-10T09:07:15.686805+00:00,2048,2048,10
32768,64,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_contiguous_n64_h32768,18253611008,576,0.06539199873805046,0.06544533347090085,0.06515199691057205,0.06451199948787689,0.06707199662923813,0.0010388281019101239,2619.0,2619.0,131072,2,descending,0.736744348167373,shared_contiguous,295997952,157.66,157.0,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,279.14511326569857,2026-08-10T09:07:11.394228+00:00,2048,2048,10
524288,64,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_contiguous_n64_h524288,18253611008,576,0.06572799757122993,0.06561173374454181,0.06540799885988235,0.06492800265550613,0.06716799736022949,0.0006400255845430232,2619.0,2619.0,131072,2,descending,0.978469657917791,shared_contiguous,579113472,245.48,245.48,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,43.0,43.0,277.72097660792167,2026-08-10T09:07:06.166381+00:00,2048,2048,10
2048,64,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_dispersed_n64_h2048,18253611008,576,0.06542399898171425,0.06540160005291303,0.06508799642324448,0.06454399973154068,0.06784000247716904,0.0010947057134290143,2619.0,2619.0,131072,2,descending,1.0324562958886174,shared_dispersed,278303232,153.04,152.29,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,279.01217847185916,2026-08-10T09:07:15.734346+00:00,2048,2048,10
32768,64,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_dispersed_n64_h32768,18253611008,576,0.06561600044369698,0.06572479928533236,0.0655359998345375,0.06483200192451477,0.06707199662923813,0.0008915836218352895,2619.0,2619.0,131072,2,descending,0.24414248462356625,shared_dispersed,295997952,155.59,155.59,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,278.1888261816751,2026-08-10T09:07:11.638292+00:00,2048,2048,10
524288,64,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_dispersed_n64_h524288,18253611008,576,0.06614400073885918,0.06631040051579476,0.0658240020275116,0.06524799764156342,0.069023996591568,0.0013169956483800322,2619.0,2619.0,131072,2,descending,0.9722857969463261,shared_dispersed,579113472,245.48,245.48,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,43.0,43.0,275.97420849420837,2026-08-10T09:07:06.109376+00:00,2048,2048,10
2048,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_contiguous_n64_h2048,18253611008,576,0.06267200037837029,0.06260266651709874,0.062463998794555664,0.061983998864889145,0.06441599875688553,0.0005869381470546499,2619.0,2619.0,131072,2,descending,0.6659886905375334,independent_contiguous,278303232,156.78,156.78,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,291.2594454351003,2026-08-10T09:07:15.381607+00:00,2048,2048,10
32768,64,0.75,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_contiguous_n64_h32768,18253611008,576,0.06347199901938438,0.06343466738859813,0.06332799792289734,0.0628800019621849,0.06464000046253204,0.000663994008005067,2619.0,2619.0,131072,2,descending,0.4547786167576895,independent_contiguous,295997952,155.59,156.27,30,4.0,20260810,shared,18874368,0.36,,1980.0,1980.0,ok,42.0,42.0,287.5867350116664,2026-08-10T09:07:11.560733+00:00,2048,32768,10
524288,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_contiguous_n64_h524288,18253611008,576,0.07470399886369705,0.07472960005203882,0.07446400076150894,0.07360000163316727,0.07683199644088745,0.0009310164992875484,2619.0,2619.0,131072,2,descending,0.6446016860060189,independent_contiguous,579109888,361.11,399.51,30,1.0,20260810,shared,75497472,1.44,,1980.0,1980.0,ok,45.0,46.0,244.34835732731443,2026-08-10T09:07:05.581671+00:00,2048,131072,10
2048,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_dispersed_n64_h2048,18253611008,576,0.06267200037837029,0.06260693371295929,0.062431998550891876,0.06204799935221672,0.06374400109052658,0.0006308534653209192,2619.0,2619.0,131072,2,descending,0.7688423662515653,independent_dispersed,278303232,152.29,152.29,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,291.2605085345168,2026-08-10T09:07:15.652410+00:00,2048,2048,10
32768,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_dispersed_n64_h32768,18253611008,576,0.06326400116086006,0.0631658673286438,0.06300800293684006,0.0626240000128746,0.06384000182151794,0.0006106840942254884,2619.0,2619.0,131072,2,descending,0.812589550811893,independent_dispersed,295997952,157.0,157.0,30,4.0,20260810,shared,18874368,0.36,,1980.0,1980.0,ok,42.0,42.0,288.535495172109,2026-08-10T09:07:11.338912+00:00,2048,32768,10
524288,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_dispersed_n64_h524288,18253611008,576,0.07731200009584427,0.07725226630767186,0.07715199887752533,0.07603199779987335,0.07971200346946716,0.0009919914158885667,2619.0,2619.0,131072,2,descending,0.41476882166833207,independent_dispersed,579109888,399.51,434.82,30,1.0,20260810,shared,75497472,1.44,,1980.0,1980.0,ok,46.0,51.0,236.10421625058638,2026-08-10T09:07:05.503503+00:00,2048,131072,10
2048,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_isolated_contiguous_n64_h2048,18253611008,576,0.07388800010085106,0.07382720038294792,0.07363200187683105,0.07315199822187424,0.07468800246715546,0.0008752002795710012,2619.0,2619.0,131072,2,descending,0.6953450062330946,isolated_contiguous,351572480,153.59,153.59,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,41.0,41.0,247.04728916887052,2026-08-10T09:07:15.956456+00:00,2048,131072,10
32768,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_isolated_contiguous_n64_h32768,18253611008,576,0.07443200051784515,0.07459733287493388,0.07420799881219864,0.0732479989528656,0.07894399762153625,0.00149635663001366,2619.0,2619.0,131072,2,descending,0.6037131016385588,isolated_contiguous,1484030976,158.3,158.3,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,41.0,41.0,245.240974379788,2026-08-10T09:07:12.869635+00:00,2048,131072,10
524288,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_isolated_contiguous_n64_h524288,18253611008,576,0.07489600032567978,0.07506133367617925,0.07478400319814682,0.07363200187683105,0.07744000107049942,0.0013057494255003103,2619.0,2619.0,131072,2,descending,0.2995216162371417,isolated_contiguous,19603427840,155.41,155.72,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,42.0,42.0,243.71998165608127,2026-08-10T09:07:06.588402+00:00,2048,131072,10
2048,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_isolated_dispersed_n64_h2048,18253611008,576,0.07390400022268295,0.07375466749072075,0.0737600028514862,0.07295999675989151,0.07468800246715546,0.0005095331700752097,2619.0,2619.0,131072,2,descending,0.39044838836757023,isolated_dispersed,351572480,153.34,153.34,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,41.0,41.0,246.9917765137713,2026-08-10T09:07:15.880487+00:00,2048,131072,10
32768,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_isolated_dispersed_n64_h32768,18253611008,576,0.07739200070500374,0.07730346669753392,0.07702399790287018,0.0764160007238388,0.07840000092983246,0.000729569278458457,2619.0,2619.0,131072,2,descending,0.9555536252418895,isolated_dispersed,1484034560,160.51,160.88,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,42.0,42.0,235.86447661590978,2026-08-10T09:07:13.096278+00:00,2048,131072,10
524288,64,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_isolated_dispersed_n64_h524288,18253611008,576,0.07817599922418594,0.07816639939943949,0.07807999849319458,0.07705599814653397,0.07939200103282928,0.0009054420666715944,2619.0,2619.0,131072,2,descending,0.24590351650617404,isolated_dispersed,19603424256,168.46,204.88,30,1.0,20260810,isolated,75497472,1.44,,1980.0,1980.0,ok,43.0,43.0,233.49415057932404,2026-08-10T09:07:06.278576+00:00,2048,131072,10
2048,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_contiguous_n64_h2048,18253611008,576,0.06328000128269196,0.06312106748421988,0.0629120022058487,0.06252799928188324,0.0658240020275116,0.0008068289984188395,2619.0,2619.0,131072,2,descending,1.1698851218855388,shared_contiguous,278303232,152.35,152.35,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,288.46757233503763,2026-08-10T09:07:15.556251+00:00,2048,2048,10
32768,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_contiguous_n64_h32768,18253611008,576,0.06312000006437302,0.06329813425739607,0.06297600269317627,0.06252799928188324,0.0658240020275116,0.0008896127128858965,2619.0,2619.0,131072,2,descending,0.4573087050262936,shared_contiguous,295997952,157.78,158.21,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,289.19052582305164,2026-08-10T09:07:11.182172+00:00,2048,2048,10
524288,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_contiguous_n64_h524288,18253611008,576,0.0634239986538887,0.06341013287504514,0.06323199719190598,0.06272000074386597,0.06457599997520447,0.0009022143832079199,2619.0,2619.0,131072,2,descending,0.60729210054844,shared_contiguous,579113472,281.87,281.87,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,43.0,43.0,287.805541742797,2026-08-10T09:07:06.012560+00:00,2048,2048,10
2048,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_dispersed_n64_h2048,18253611008,576,0.06321600079536438,0.06416106720765431,0.06304000318050385,0.06259199976921082,0.06950400024652481,0.002551284510338574,2619.0,2619.0,131072,2,descending,0.5583680392800661,shared_dispersed,278303232,152.35,153.64,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,288.75209225126946,2026-08-10T09:07:15.519916+00:00,2048,2048,10
32768,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_dispersed_n64_h32768,18253611008,576,0.06300799921154976,0.06337920054793358,0.06284800171852112,0.06249599903821945,0.06592000275850296,0.001930647606332079,2619.0,2619.0,131072,2,descending,0.5091569776402016,shared_dispersed,295997952,156.27,157.66,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,289.7049412639183,2026-08-10T09:07:11.468057+00:00,2048,2048,10
524288,64,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_dispersed_n64_h524288,18253611008,576,0.06340799853205681,0.06344319979349772,0.06326399743556976,0.06281600147485733,0.06451199948787689,0.0006375197202689527,2619.0,2619.0,131072,2,descending,0.4552386896945704,shared_dispersed,579113472,301.81,301.81,30,64.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,44.0,44.0,287.8770119700571,2026-08-10T09:07:05.810542+00:00,2048,2048,10
2048,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_independent_contiguous_n256_h2048,73014444032,576,0.12040000036358833,0.12036373366912206,0.1202239990234375,0.11948800086975098,0.12211199849843979,0.000868786202657355,2619.0,2619.0,524288,2,descending,0.2927890297785174,independent_contiguous,304353792,179.18,176.63,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,41.0,606.4335534429334,2026-08-10T09:07:13.991217+00:00,2048,2048,10
32768,256,0.9375,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_independent_contiguous_n256_h32768,73014444032,576,0.12566399574279785,0.1251370665927728,0.12492799758911133,0.12358400225639343,0.1271039992570877,0.0011916645865917828,2619.0,2619.0,524288,2,descending,1.1782757554591239,independent_contiguous,322048512,151.84,151.05,30,16.0,20260810,shared,18874368,0.36,,1980.0,1980.0,ok,42.0,42.0,581.0490769339262,2026-08-10T09:07:12.307625+00:00,2048,32768,10
524288,256,0.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_independent_contiguous_n256_h524288,73014444032,576,0.1558239981532097,0.15599573304255804,0.15587200224399567,0.15263999998569489,0.16070400178432465,0.002121508939389629,2619.0,2619.0,524288,2,descending,0.06163220600825525,independent_contiguous,605164032,153.07,153.07,30,1.0,20260810,shared,301989888,5.76,,1980.0,1980.0,ok,42.0,42.0,468.5700009418737,2026-08-10T09:07:07.226729+00:00,2048,524288,10
2048,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_independent_dispersed_n256_h2048,73014444032,576,0.12006400153040886,0.11992319996158282,0.11977600306272507,0.11900799721479416,0.1212799996137619,0.0007928682246217391,2619.0,2619.0,524288,2,descending,0.48089510472806296,independent_dispersed,304353792,161.78,161.37,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,608.1328559285021,2026-08-10T09:07:14.408197+00:00,2048,2048,10
32768,256,0.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_independent_dispersed_n256_h32768,73014444032,576,0.12299200147390366,0.12303466647863388,0.12256000190973282,0.12108799815177917,0.1268160045146942,0.0018509754667914097,2619.0,2619.0,524288,2,descending,0.7049601133149563,independent_dispersed,322048512,152.05,152.05,30,16.0,20260810,shared,18874368,0.36,,1980.0,1980.0,ok,42.0,42.0,593.6592945410096,2026-08-10T09:07:12.451912+00:00,2048,32768,10
524288,256,0.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_independent_dispersed_n256_h524288,73014444032,576,0.1714560016989708,0.17137386749188105,0.171424001455307,0.1682559996843338,0.17404800653457642,0.0015621261066830563,2619.0,2619.0,524288,2,descending,0.03733461288049078,independent_dispersed,605164032,156.14,156.14,30,1.2744243932794026,20260810,shared,236961792,4.5196875,,1980.0,1980.0,ok,42.0,42.0,425.84946488817405,2026-08-10T09:07:07.446265+00:00,2048,411392,10
2048,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_contiguous_n256_h2048,73014444032,576,0.11952000111341476,0.11955733299255371,0.11929599940776825,0.11868800222873688,0.12054400146007538,0.0008726123191249431,2619.0,2619.0,524288,2,descending,0.3755393420710629,shared_contiguous,304353792,161.37,177.53,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,610.8994295430616,2026-08-10T09:07:14.313292+00:00,2048,2048,10
32768,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_contiguous_n256_h32768,73014444032,576,0.11974399909377098,0.12859520067771277,0.11913599818944931,0.11830399930477142,0.12495999783277512,0.04822291043893668,2619.0,2619.0,524288,2,descending,1.02068377914597,shared_contiguous,322048512,156.25,156.25,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,609.7702350313843,2026-08-10T09:07:12.685114+00:00,2048,2048,10
524288,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_contiguous_n256_h524288,73014444032,576,0.11977599933743477,0.11986239974697431,0.11932799965143204,0.11875200271606445,0.12470400333404541,0.0016308943470070615,2619.0,2619.0,524288,2,descending,0.7508710232491556,shared_contiguous,605164032,154.5,153.64,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,609.6001362358932,2026-08-10T09:07:06.985554+00:00,2048,2048,10
2048,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_dispersed_n256_h2048,73014444032,576,0.11959999799728394,0.11959466636180878,0.11926399916410446,0.11859200149774551,0.1215360015630722,0.0011266649037790283,2619.0,2619.0,524288,2,descending,0.5634539098712477,shared_dispersed,304353792,176.63,176.63,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,610.493491002001,2026-08-10T09:07:13.933270+00:00,2048,2048,10
32768,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_dispersed_n256_h32768,73014444032,576,0.11961599811911583,0.1195189336935679,0.11907199770212173,0.11833599954843521,0.12332800030708313,0.0015075245771034556,2619.0,2619.0,524288,2,descending,0.9137335855488038,shared_dispersed,322048512,154.05,154.05,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,610.4196377687942,2026-08-10T09:07:12.532094+00:00,2048,2048,10
524288,256,1.0,sglang_q8kv8,l2-cold,descending_sglang_q8kv8_l2-cold_shared_dispersed_n256_h524288,73014444032,576,0.1199519969522953,0.12019306644797326,0.11999999731779099,0.11910399794578552,0.12204799801111221,0.0009978138930148172,2619.0,2619.0,524288,2,descending,0.08006466316730076,shared_dispersed,605164032,159.34,157.93,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,608.6972920749351,2026-08-10T09:07:07.744164+00:00,2048,2048,10
2048,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_contiguous_n256_h2048,73014444032,576,0.11540799960494041,0.11523733238379161,0.11510399729013443,0.11443199962377548,0.1159679964184761,0.0007859273367664244,2619.0,2619.0,524288,2,descending,0.5282219939585664,independent_contiguous,304353792,177.53,178.27,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,41.0,632.6680205467856,2026-08-10T09:07:14.205860+00:00,2048,2048,10
32768,256,0.9375,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_contiguous_n256_h32768,73014444032,576,0.1282079964876175,0.1268682671089967,0.12671999633312225,0.12531200051307678,0.12812800705432892,0.0012770220745482788,2619.0,2619.0,524288,2,descending,2.3484851602797896,independent_contiguous,322048512,156.25,156.25,30,16.0,20260810,shared,18874368,0.36,,1980.0,1980.0,ok,42.0,42.0,569.5766456640939,2026-08-10T09:07:12.629097+00:00,2048,32768,10
524288,256,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_contiguous_n256_h524288,73014444032,576,0.15521600097417831,0.15541013330221176,0.15510399639606476,0.15251199901103973,0.1586879938840866,0.0018790611984240064,2619.0,2619.0,524288,2,descending,0.14442513502688215,independent_contiguous,605164032,158.73,157.86,30,1.0,20260810,shared,301989888,5.76,,1980.0,1980.0,ok,42.0,42.0,470.4056385510775,2026-08-10T09:07:07.560135+00:00,2048,524288,10
2048,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_dispersed_n256_h2048,73014444032,576,0.11539199948310852,0.11529386639595032,0.11513599753379822,0.11459200084209442,0.11695999652147293,0.0007748994166811686,2619.0,2619.0,524288,2,descending,0.44469489090090963,independent_dispersed,304353792,177.53,177.53,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,632.7544693963198,2026-08-10T09:07:14.277124+00:00,2048,2048,10
32768,256,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_dispersed_n256_h32768,73014444032,576,0.12220800295472145,0.12168426637848219,0.12166400253772736,0.12067200243473053,0.12329600006341934,0.0007861624687298738,2619.0,2619.0,524288,2,descending,0.8942668425287126,independent_dispersed,322044928,151.05,150.99,30,16.0,20260810,shared,18874368,0.36,,1980.0,1980.0,ok,42.0,42.0,597.4722529906718,2026-08-10T09:07:12.185487+00:00,2048,32768,10
524288,256,0.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_independent_dispersed_n256_h524288,73014444032,576,0.17023999989032745,0.17119573454062145,0.17020800709724426,0.1671680063009262,0.1863040030002594,0.004402210352382357,2619.0,2619.0,524288,2,descending,0.03759258289759426,independent_dispersed,605164032,156.14,154.6,30,1.2744243932794026,20260810,shared,236961792,4.5196875,,1980.0,1980.0,ok,42.0,42.0,428.89125151358496,2026-08-10T09:07:07.336611+00:00,2048,411392,10
2048,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_contiguous_n256_h2048,73014444032,576,0.11617600172758102,0.1159402663509051,0.11590400338172913,0.11532799899578094,0.11711999773979187,0.00047934042292990987,2619.0,2619.0,524288,2,descending,0.4693510800590328,shared_contiguous,304353792,161.37,161.37,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,628.4847401988885,2026-08-10T09:07:14.352821+00:00,2048,2048,10
32768,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_contiguous_n256_h32768,73014444032,576,0.11635199934244156,0.11597333351771037,0.11574400216341019,0.11523199826478958,0.11798399686813354,0.0010080790973027891,2619.0,2619.0,524288,2,descending,1.0505895211278204,shared_contiguous,322044928,150.99,149.97,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,627.5477707241525,2026-08-10T09:07:12.057055+00:00,2048,2048,10
524288,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_contiguous_n256_h524288,73014444032,576,0.11615999788045883,0.11627306615312895,0.11603199690580368,0.11532799899578094,0.11807999759912491,0.0008551339422637228,2619.0,2619.0,524288,2,descending,0.22063047791733847,shared_contiguous,605164032,157.93,158.73,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,628.5686468943288,2026-08-10T09:07:07.645283+00:00,2048,2048,10
2048,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_dispersed_n256_h2048,73014444032,576,0.11612800136208534,0.1158720001578331,0.1157120019197464,0.11513599753379822,0.11727999895811081,0.0005804857654872242,2619.0,2619.0,524288,2,descending,0.7190255728657613,shared_dispersed,304353792,178.27,178.27,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,41.0,41.0,628.7491401398343,2026-08-10T09:07:14.144603+00:00,2048,2048,10
32768,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_dispersed_n256_h32768,73014444032,576,0.11652800068259239,0.1162783995270729,0.11615999788045883,0.11535999923944473,0.11801599711179733,0.0007270479215393385,2619.0,2619.0,524288,2,descending,0.633613651598508,shared_dispersed,322048512,151.84,151.84,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,626.5890756828423,2026-08-10T09:07:12.372051+00:00,2048,2048,10
524288,256,1.0,sglang_q8kv8,steady,descending_sglang_q8kv8_steady_shared_dispersed_n256_h524288,73014444032,576,0.11648000031709671,0.11674666677912077,0.11644800007343292,0.11568000167608261,0.11961600184440613,0.001144727826254178,2619.0,2619.0,524288,2,descending,0.05496057234750662,shared_dispersed,605164032,154.62,154.5,30,256.0,20260810,shared,1179648,0.0225,,1980.0,1980.0,ok,42.0,42.0,626.8410829670802,2026-08-10T09:07:07.102234+00:00,2048,2048,10
